,,Glenn Allen Youngkin,Terence Richard McAuliffe,Princess Latece Teira Blanding,Write-Ins,Total Votes Cast,Undervotes
Precinct,213 - Saratoga (CD 1),248,410,8,2,668,0
Precinct,214 - Lucasville (CD 1),531,276,7,1,815,0
Precinct,215 - Rosa Parks (CD 11),366,585,10,1,962,0
Precinct,301 - Dumfries (CD 11),206,395,8,0,609,0
Precinct,302 - Potomac (CD 11),174,618,13,1,806,0
Precinct,303 - Graham Park (CD 11),170,353,4,0,527,0
Precinct,304 - Quantico (CD 1),85,49,2,0,136,0
Precinct,305 - Pattie (CD 1),520,553,3,1,1077,0
Precinct,306 - Washington-reid (CD 1),465,517,15,0,997,0
Precinct,307 - Henderson (CD 1),504,508,4,1,1017,0
Precinct,308 - Montclair (CD 1),365,376,12,2,755,0
Precinct,309 - Ashland (CD 1),468,476,8,2,954,0
Precinct,310 - Forest Park (CD 1),318,521,5,0,844,0
Precinct,311 - Swans Creek (CD 11),574,1335,22,0,1931,0
Precinct,312 - Triangle (CD 1),56,146,2,0,204,0
Precinct,312 - Triangle (CD 11),312,476,7,0,795,0
Precinct,313 - Cardinal (CD 1),324,532,5,1,862,0
Precinct,314 - Cabin Branch (CD 1),377,472,4,0,853,0
Precinct,315 - Williams (CD 11),97,371,7,0,475,0
Precinct,401 - Evergreen (CD 10),813,352,11,0,1176,0
Precinct,402 - Battlefield (CD 10),790,345,4,0,1139,0
Precinct,403 - Bull Run (CD 10),494,419,4,0,917,0
Precinct,404 - Ben Lomond (CD 1),316,468,7,1,792,0
Precinct,405 - Unity Braxton (CD 1),432,587,10,0,1029,0
Precinct,406 - Alvey (CD 10),223,110,2,0,335,0
Precinct,407 - Heritage Hunt (CD 10),704,384,5,1,1094,0
Precinct,408 - Sudley (CD 1),371,378,7,0,756,0
Precinct,409 - Tyler (CD 10),610,577,5,1,1193,0
Precinct,410 - Mountain View (CD 10),634,388,5,0,1027,0
Precinct,411 - Mullen (CD 1),328,615,16,0,959,0
Precinct,412 - Catharpin (CD 10),573,233,3,0,809,0
Precinct,413 - Reagan (CD 10),853,530,7,1,1391,0
Precinct,501 - Lake Ridge (CD 1),452,583,8,0,1043,0
Precinct,502 - Occoquan (CD 11),285,403,8,0,696,0
Precinct,503 - Old Bridge (CD 11),289,499,13,1,802,0
Precinct,504 - Rockledge (CD 11),322,426,5,2,755,0
Precinct,505 - Mohican (CD 1),504,640,13,2,1159,0
Precinct,506 - Bethel (CD 11),480,578,11,0,1069,0
Precinct,507 - Chinn (CD 11),383,543,4,0,930,0
Precinct,508 - Springwoods (CD 1),270,475,7,0,752,0
Precinct,509 - Mc Coart (CD 1),701,510,7,3,1221,0
Precinct,510 - Yates Ford (CD 10),574,357,6,1,938,0
Precinct,511 - Westridge (CD 1),562,686,12,0,1260,0
Precinct,512 - York (CD 11),236,646,7,2,891,0
Precinct,513 - Lynnwood (CD 11),471,508,9,1,989,0
Precinct,514 - Antietam (CD 11),511,712,13,0,1236,0
Precinct,601 - Dale (CD 11),216,532,4,1,753,0
Precinct,602 - Beville (CD 11),405,867,16,2,1290,0
Precinct,603 - Hampton (CD 11),166,493,3,1,663,0
Precinct,604 - Gideon (CD 11),241,486,3,0,730,0
Precinct,605 - Minnieville (CD 11),338,392,7,1,738,0
Precinct,606 - Bel Air (CD 11),351,409,5,1,766,0
Precinct,607 - Kerrydale (CD 11),355,668,14,0,1037,0
Precinct,608 - Enterprise (CD 11),329,516,16,0,861,0
Precinct,609 - King (CD 1),9,37,0,0,46,0
Precinct,609 - King (CD 11),445,717,12,0,1174,0
Precinct,610 - Fitzgerald (CD 11),352,704,10,1,1067,0
Precinct,611 - Neabsco (CD 11),254,467,7,0,728,0
Precinct,701 - Belmont (CD 11),459,515,7,0,981,0
Precinct,702 - Library (CD 11),260,644,12,0,916,0
Precinct,703 - Lynn (CD 11),129,310,5,0,444,0
Precinct,704 - Porter (CD 11),198,587,6,0,791,0
Precinct,705 - Potomac View (CD 11),278,305,2,0,585,0
Precinct,706 - Rippon (CD 11),388,584,5,1,978,0
Precinct,707 - Kilby (CD 11),303,433,5,0,741,0
Precinct,708 - River Oaks (CD 11),238,731,1,1,971,0
Precinct,709 - Freedom (CD 11),220,700,11,1,932,0
Precinct,710 - Powells Creek (CD 11),167,656,6,2,831,0
Precinct,711 - Grayson (CD 11),268,554,8,0,830,0
Precinct,712 - Leesylvania (CD 11),417,602,4,0,1023,0
Precinct,Ab - Central Absentee Precinct (CD 1),1884,5155,90,8,7137,0
Precinct,Ab - Central Absentee Precinct (CD 10),1009,2320,28,7,3364,0
Precinct,Ab - Central Absentee Precinct (CD 11),1314,5375,93,6,6788,0
Precinct,Provisional (CD 1),51,118,2,0,171,0
Precinct,Provisional (CD 10),19,27,0,0,46,0
Precinct,Provisional (CD 11),31,131,0,0,162,0
Locality,Pulaski County,9631,3277,88,9,13005,0
Precinct,##ev - Central Absentee Precinct,2164,991,21,4,3180,0
Precinct,##pe - Central Absentee Precinct,5,11,1,1,18,0
Precinct,101 - Belspring,373,99,2,0,474,0
Precinct,102 - New River,826,337,4,1,1168,0
Precinct,103 - West Cloyd,506,102,3,0,611,0
Precinct,201 - Draper,635,116,2,0,753,0
Precinct,202 - South Pulaski,90,27,3,1,121,0
Precinct,203 - Newbern,846,216,4,0,1066,0
Precinct,301 - Dublin,804,142,4,0,950,0
Precinct,302 - Hiwassee,218,39,1,0,258,0
Precinct,304 - Snowville,555,92,5,1,653,0
Precinct,401 - Massie,913,165,8,1,1087,0
Precinct,402 - Walker,420,59,2,0,481,0
Precinct,501 - Robinson,916,224,11,0,1151,0
Precinct,Ab - Central Absentee Precinct,356,649,17,0,1022,0
Precinct,Provisional,4,8,0,0,12,0
Locality,Radford City,2266,1879,44,5,4194,0
Precinct,##ev - Central Absentee Precinct,623,667,8,2,1300,0
Precinct,##pe - Central Absentee Precinct,1,0,0,0,1,0
Precinct,1 - East Precinct,272,215,8,0,495,0
Precinct,2 - Central Precinct,478,308,13,0,799,0
Precinct,3 - West Precinct,609,290,8,3,910,0
Precinct,4 - New River Precinct,206,161,6,0,373,0
Precinct,Ab - Central Absentee Precinct,77,233,1,0,311,0
Precinct,Provisional,0,5,0,0,5,0
Locality,Rappahannock County,2507,1686,19,5,4217,0
Precinct,##ev - Central Absentee Precinct,356,435,3,1,795,0
Precinct,##pe - Central Absentee Precinct,1,8,0,0,9,0
Precinct,101 - Washington,373,203,0,0,576,0
Precinct,201 - Amissville,503,147,3,1,654,0
Precinct,301 - Sperryville,343,215,2,0,560,0
Precinct,401 - Scrabble,385,164,4,2,555,0
Precinct,501 - Chester Gap,257,42,1,0,300,0
Precinct,502 - Flint Hill,201,132,1,0,334,0
Precinct,Ab - Central Absentee Precinct,88,334,5,1,428,0
Precinct,Provisional,0,6,0,0,6,0
Locality,Richmond City,15713,61929,2409,91,80142,0
Precinct,##ev - Central Absentee Precinct (CD 4),3354,16806,306,17,20483,0
Precinct,##pe - Central Absentee Precinct (CD 4),67,490,36,0,593,0
Precinct,101 - One Hundred One (CD 4),171,224,8,0,403,0
Precinct,102 - One Hundred Two (CD 4),332,303,13,0,648,0
Precinct,104 - One Hundred Four (CD 4),583,488,1,1,1073,0
Precinct,105 - One Hundred Five (CD 4),402,587,7,2,998,0
Precinct,106 - One Hundred Six (CD 4),697,322,2,0,1021,0
Precinct,111 - One Hundred Eleven (CD 4),387,502,13,1,903,0
Precinct,112 - One Hundred Twelve (CD 4),261,466,7,1,735,0
Precinct,113 - One Hundred Thirteen (CD 4),239,873,59,4,1175,0
Precinct,114 - One Hundred Fourteen (CD 4),292,966,58,5,1321,0
Precinct,115 - One Hundred Fifteen (CD 4),381,417,3,0,801,0
Precinct,203 - Two Hundred Three (CD 4),170,377,11,3,561,0
Precinct,204 - Two Hundred Four (CD 4),232,803,61,4,1100,0
Precinct,206 - Two Hundred Six (CD 4),46,339,31,1,417,0
Precinct,207 - Two Hundred Seven (CD 4),260,885,47,0,1192,0
Precinct,208 - Two Hundred Eight (CD 4),234,778,40,1,1053,0
Precinct,213 - Two Hundred Thirteen (CD 4),67,862,123,2,1054,0
Precinct,214 - Two Hundred Fourteen (CD 4),58,373,35,0,466,0
Precinct,215 - Two Hundred Fifteen (CD 4),238,556,23,0,817,0
Precinct,301 - Three Hundred One (CD 4),22,320,14,0,356,0
Precinct,302 - Three Hundred Two (CD 4),106,346,13,1,466,0
Precinct,303 - Three Hundred Three (CD 4),44,406,21,2,473,0
Precinct,304 - Three Hundred Four (CD 4),40,607,30,1,678,0
Precinct,305 - Three Hundred Five (CD 4),80,571,40,1,692,0
Precinct,306 - Three Hundred Six (CD 4),43,363,22,2,430,0
Precinct,307 - Three Hundred Seven (CD 4),176,425,13,3,617,0
Precinct,308 - Three Hundred Eight (CD 4),190,508,11,1,710,0
Precinct,309 - Three Hundred Nine (CD 4),158,302,8,0,468,0
Precinct,310 - Three Hundred Ten (CD 4),5,129,4,0,138,0
Precinct,402 - Four Hundred Two (CD 4),401,1145,22,4,1572,0
Precinct,404 - Four Hundred Four (CD 4),252,811,35,0,1098,0
Precinct,409 - Four Hundred Nine (CD 4),446,545,11,1,1003,0
Precinct,410 - Four Hundred Ten (CD 4),284,608,14,1,907,0
Precinct,412 - Four Hundred Twelve (CD 4),181,656,20,1,858,0
Precinct,413 - Four Hundred Thirteen (CD 4),300,584,13,2,899,0
Precinct,414 - Four Hundred Fourteen (CD 4),437,639,11,1,1088,0
Precinct,415 - Four Hundred Fifteen (CD 4),348,479,4,0,831,0
Precinct,501 - Five Hundred One (CD 4),202,931,67,1,1201,0
Precinct,503 - Five Hundred Three (CD 4),130,918,52,0,1100,0
Precinct,504 - Five Hundred Four (CD 4),169,1038,84,1,1292,0
Precinct,505 - Five Hundred Five (CD 4),80,470,46,1,597,0
Precinct,508 - Five Hundred Eight (CD 4),110,529,18,0,657,0
Precinct,509 - Five Hundred Nine (CD 4),51,506,24,0,581,0
Precinct,510 - Five Hundred Ten (CD 4),88,732,31,1,852,0
Precinct,602 - Six Hundred Two (CD 4),10,299,25,1,335,0
Precinct,603 - Six Hundred Three (CD 4),53,600,39,1,693,0
Precinct,604 - Six Hundred Four (CD 4),39,433,38,1,511,0
Precinct,606 - Six Hundred Six (CD 4),44,639,33,1,717,0
Precinct,607 - Six Hundred Seven (CD 4),153,618,34,1,806,0
Precinct,609 - Six Hundred Nine (CD 4),191,1020,54,2,1267,0
Precinct,610 - Six Hundred Ten (CD 4),25,350,13,0,388,0
Precinct,701 - Seven Hundred One (CD 4),23,373,17,0,413,0
Precinct,702 - Seven Hundred Two (CD 4),53,512,33,0,598,0
Precinct,703 - Seven Hundred Three (CD 4),73,696,49,1,819,0
Precinct,705 - Seven Hundred Five (CD 4),105,655,36,1,797,0
Precinct,706 - Seven Hundred Six (CD 4),107,921,52,0,1080,0
Precinct,707 - Seven Hundred Seven (CD 4),230,1184,65,1,1480,0
Precinct,708 - Seven Hundred Eight (CD 4),193,914,54,2,1163,0
Precinct,802 - Eight Hundred Two (CD 4),34,411,16,0,461,0
Precinct,806 - Eight Hundred Six (CD 4),73,373,22,1,469,0
Precinct,810 - Eight Hundred Ten (CD 4),66,354,13,0,433,0
Precinct,811 - Eight Hundred Eleven (CD 4),78,444,17,0,539,0
Precinct,812 - Eight Hundred Twelve (CD 4),135,715,19,1,870,0
Precinct,814 - Eight Hundred Fourteen (CD 4),30,320,9,0,359,0
Precinct,902 - Nine Hundred Two (CD 4),15,179,8,0,202,0
Precinct,903 - Nine Hundred Three (CD 4),95,451,17,0,563,0
Precinct,908 - Nine Hundred Eight (CD 4),75,478,15,1,569,0
Precinct,909 - Nine Hundred Nine (CD 4),101,565,26,0,692,0
Precinct,910 - Nine Hundred Ten (CD 4),88,478,7,0,573,0
Precinct,911 - Nine Hundred Eleven (CD 4),35,523,14,0,572,0
Precinct,AB - Central Absentee Precinct (CD 4),749,5277,167,8,6201,0
Precinct,Provisional (CD 4),26,162,5,1,194,0
Locality,Richmond County,2225,936,20,2,3183,0
Precinct,##ev - Central Absentee Precinct,0,0,0,0,0,0
Precinct,##pe - Central Absentee Precinct,0,0,0,0,0,0
Precinct,101 - Precinct 1-1,174,126,4,2,306,0
Precinct,201 - Precinct 2-1,308,67,3,0,378,0
Precinct,301 - Precinct 3-1,237,77,0,0,314,0
Precinct,401 - Precinct 4-1,396,92,3,0,491,0
Precinct,501 - Precinct 5-1,388,71,4,0,463,0
Precinct,Ab - Central Absentee Precinct,722,503,6,0,1231,0
Precinct,Provisional,0,0,0,0,0,0
Locality,Roanoke City,12024,16817,272,34,29147,0
Precinct,##ev - Central Absentee Precinct,2658,5372,45,4,8079,0
Precinct,##pe - Central Absentee Precinct,14,90,2,0,106,0
Precinct,1 -Peters Creek,191,451,8,0,650,0
Precinct,2 - Grandview,382,425,2,1,810,0
Precinct,3 -Preston Park,550,336,10,1,897,0
Precinct,4 - Williamson Road,401,361,10,3,775,0
Precinct,5 - East Gate,626,277,8,1,912,0
Precinct,6 - Hollins Road,433,237,7,0,677,0
Precinct,7 - Southeast,396,221,9,0,626,0
Precinct,8 - Lincoln Terrace,48,339,7,2,396,0
Precinct,9 - Highland,234,468,13,0,715,0
Precinct,10 - Old Southwest-Wasena,441,665,15,0,1121,0
Precinct,11 - Raleigh Court,591,805,13,3,1412,0
Precinct,12 - South Roanoke,657,425,6,0,1088,0
Precinct,13 - Garden City,669,295,9,1,974,0
Precinct,14 - Crystal Spring,587,504,7,3,1101,0
Precinct,15 - Grandin Court,563,570,10,2,1145,0
Precinct,16 - Deyerle,730,470,4,1,1205,0
Precinct,17 - Lee-Hi,603,677,16,3,1299,0
Precinct,18 - Summit Hills,443,456,7,2,908,0
Precinct,19 - Forest Park,113,420,2,0,535,0
Precinct,20 - Eureka Park,89,563,10,1,663,0
Precinct,AB - Central Absentee Precinct,597,2353,51,6,3007,0
Precinct,Provisional,8,37,1,0,46,0
Locality,Roanoke County,28157,14445,220,37,42859,0
Precinct,##ev - Central Absentee Precinct (CD 6),6073,3782,29,3,9887,0
Precinct,##ev - Central Absentee Precinct (CD 9),1222,758,3,0,1983,0
Precinct,##pe - Central Absentee Precinct (CD 6),32,77,1,0,110,0
Precinct,##pe - Central Absentee Precinct (CD 9),16,16,1,0,33,0
Precinct,101 - Catawba (CD 9),379,81,4,1,465,0
Precinct,102 - Mason Valley (CD 9),345,78,4,0,427,0
Precinct,103 - Glenvar (CD 9),978,286,3,0,1267,0
Precinct,104 - Northside (CD 9),431,226,4,0,661,0
Precinct,105 - Peters Creek (CD 9),929,419,2,4,1354,0
Precinct,106 - Green Hill (CD 9),890,241,4,2,1137,0
Precinct,107 - Bennett Springs (CD 9),435,112,3,0,550,0
Precinct,108 - Wildwood (CD 9),574,177,7,0,758,0
Precinct,201 - Plantation (CD 6),611,247,4,1,863,0
Precinct,202 - Burlington (CD 6),391,230,8,0,629,0
Precinct,203 - Mountain View (CD 6),1022,368,9,3,1402,0
Precinct,204 - Botetourt Springs (CD 9),765,330,9,2,1106,0
Precinct,205 - Orchards (CD 6),1024,295,7,2,1328,0
Precinct,206 - Hollins (CD 6),326,135,1,0,462,0
Precinct,301 - Bent Mountain (CD 9),279,116,5,2,402,0
Precinct,302 - Poages Mill (CD 6),934,354,2,1,1291,0
Precinct,303 - Windsor Hills (CD 6),384,252,2,0,638,0
Precinct,304 - Oak Grove (CD 6),817,396,4,2,1219,0
Precinct,305 - Castle Rock (CD 6),833,451,10,1,1295,0
Precinct,306 - Garst Mill (CD 6),349,195,2,1,547,0
Precinct,401 - South Lindenwood (CD 6),489,127,3,0,619,0
Precinct,402 - Bonsack (CD 6),235,73,1,1,310,0
Precinct,403 - North Vinton (CD 6),595,189,8,0,792,0
Precinct,404 - South Vinton (CD 6),614,230,8,0,852,0
Precinct,405 - North Lindenwood (CD 6),615,134,2,1,752,0
Precinct,406 - Mount Pleasant (CD 6),960,239,5,0,1204,0
Precinct,501 - Cotton Hill (CD 6),546,244,0,1,791,0
Precinct,502 - Penn Forest (CD 6),424,203,7,0,634,0
Precinct,503 - Cave Spring (CD 6),525,282,7,0,814,0
Precinct,504 - Ogden (CD 6),392,268,9,1,670,0
Precinct,505 - Clearbrook (CD 6),531,151,3,0,685,0
Precinct,506 - Mount Vernon (CD 6),357,208,5,0,570,0
Precinct,507 - Hunting Hills (CD 6),741,355,4,1,1101,0
Precinct,Ab - Central Absentee Precinct (CD 6),712,1548,21,1,2282,0
Precinct,Ab - Central Absentee Precinct (CD 9),360,549,8,6,923,0
Precinct,Provisional (CD 6),12,15,1,0,28,0
Precinct,Provisional (CD 9),10,8,0,0,18,0
Locality,Rockbridge County,6906,3071,40,7,10024,0
Precinct,##ev - Central Absentee Precinct,1159,1078,6,1,2244,0
Precinct,##pe - Central Absentee Precinct,5,11,2,2,20,0
Precinct,101 - Airport,391,169,1,0,561,0
Precinct,102 - Ben Salem,349,85,2,0,436,0
Precinct,103 - Plank Road,244,44,2,1,291,0
Precinct,104 - Effinger,223,51,0,0,274,0
Precinct,201 - Collierstown,280,89,0,0,369,0
Precinct,202 - Highland Belle,605,218,3,1,827,0
Precinct,203 - Vo-tech,134,65,2,0,201,0
Precinct,301 - Maury River,300,95,5,0,400,0
Precinct,302 - Natural Bridge,393,80,1,0,474,0
Precinct,303 - Falling Spring,189,33,0,0,222,0
Precinct,401 - Fairfield,414,124,3,0,541,0
Precinct,402 - Mountain View,594,108,2,0,704,0
Precinct,403 - Vesuvius,231,32,0,0,263,0
Precinct,501 - Goshen,253,27,2,2,284,0
Precinct,502 - Meadowview,281,137,2,0,420,0
Precinct,503 - Rockbridge Baths,255,90,1,0,346,0
Precinct,504 - Rockbridge,422,132,2,0,556,0
Precinct,Ab - Central Absentee Precinct,181,396,4,0,581,0
Precinct,Provisional,3,7,0,0,10,0
Locality,Rockingham County,26765,8569,182,23,35539,0
Precinct,##ev - Central Absentee Precinct,4734,2370,22,4,7130,0
Precinct,##pe - Central Absentee Precinct,54,58,2,0,114,0
Precinct,101 - Broadway,1060,296,11,0,1367,0
Precinct,102 - Timberville,625,120,6,2,753,0
Precinct,103 - Fulks Run,723,65,3,0,791,0
Precinct,104 - Bergton,276,27,0,1,304,0
Precinct,105 - Lacey Spring,516,69,1,0,586,0
Precinct,106 - Tenth Legion,498,83,3,1,585,0
Precinct,107 - Plains,552,77,3,1,633,0
Precinct,108 - Little North Mountain,389,74,1,0,464,0
Precinct,201 - Singers Glen,769,120,5,0,894,0
Precinct,202 - Edom,992,282,3,1,1278,0
Precinct,203 - Dayton,485,155,4,2,646,0
Precinct,204 - Mt Clinton,774,187,3,1,965,0
Precinct,205 - Silver Lake,736,239,3,0,978,0
Precinct,301 - Keezletown,495,145,5,0,645,0
Precinct,302 - Port Republic,785,166,6,0,957,0
Precinct,303 - Melrose,422,79,5,0,506,0
Precinct,304 - Grottoes,806,161,6,0,973,0
Precinct,305 - Massanetta Springs,715,427,6,1,1149,0
Precinct,306 - Cross Keys,292,77,2,0,371,0
Precinct,307 - Crossroads,788,380,7,0,1175,0
Precinct,401 - West Bridgewater,545,191,6,2,744,0
Precinct,402 - Montezuma,799,113,3,0,915,0
Precinct,403 - Mt Crawford,125,48,1,0,174,0
Precinct,404 - North River,721,171,12,0,904,0
Precinct,405 - Ottobine,1052,112,6,1,1171,0
Precinct,406 - East Bridgewater,614,266,8,2,890,0
Precinct,501 - Elkton,831,174,3,0,1008,0
Precinct,502 - Swift Run,1393,130,5,0,1528,0
Precinct,503 - Mcgaheysville,1079,230,9,0,1318,0
Precinct,504 - South Fork,628,64,1,0,693,0
Precinct,505 - Stony Run,674,269,8,2,953,0
Precinct,Ab - Central Absentee Precinct,809,1138,13,2,1962,0
Precinct,Provisional,9,6,0,0,15,0
Locality,Russell County,8229,1452,17,3,9701,0
Precinct,##ev - Central Absentee Precinct,1446,388,3,1,1838,0
Precinct,##pe - Central Absentee Precinct,6,6,2,0,14,0
Precinct,101 - Moccasin,534,44,1,0,579,0
Precinct,102 - Copper Creek,420,55,0,1,476,0
Precinct,103 - South Castlewood,303,44,1,0,348,0
Precinct,201 - North Castlewood,793,103,0,0,896,0
Precinct,202 - Dante,161,24,0,0,185,0
Precinct,301 - Cooks Mill,165,20,0,0,185,0
Precinct,302 - Daugherty,216,35,0,0,251,0
Precinct,303 - New Garden,457,53,1,0,511,0
Precinct,304 - Cleveland,246,53,2,0,301,0
Precinct,401 - Drill,61,12,0,0,73,0
Precinct,402 - Swords Creek,780,46,3,0,829,0
Precinct,403 - Honaker,285,41,1,0,327,0
Precinct,501 - West Lebanon,888,152,0,0,1040,0
Precinct,601 - East Lebanon,510,70,0,0,580,0
Precinct,602 - Elk Garden,815,78,0,0,893,0
Precinct,Ab - Central Absentee Precinct,140,226,3,1,370,0
Precinct,Provisional,3,2,0,0,5,0
Locality,Salem City,6144,3344,60,8,9556,0
Precinct,##ev - Central Absentee Precinct,2119,1396,13,1,3529,0
Precinct,##pe - Central Absentee Precinct,5,10,0,0,15,0
Precinct,1 - North Salem No 2,379,169,1,2,551,0
Precinct,2 - Conehurst,267,96,1,0,364,0
Precinct,3 - Beverly Heights,283,71,3,0,357,0
Precinct,4 - West Salem,377,145,3,0,525,0
Precinct,5 - North Salem No 1,507,255,8,3,773,0
Precinct,6 - South Salem No 1,285,129,5,0,419,0
Precinct,7 - South Salem No 2,409,134,2,0,545,0
Precinct,8 - East Salem,170,77,4,0,251,0
Precinct,9 - South Side Hills,533,169,3,2,707,0
Precinct,10 - Hidden Valley,592,212,9,0,813,0
Precinct,Ab - Central Absentee Precinct,218,481,8,0,707,0
Precinct,Provisional,0,0,0,0,0,0
Locality,Scott County,7065,1034,28,4,8131,0
Precinct,##ev - Central Absentee Precinct,1429,255,5,0,1689,0
Precinct,##pe - Central Absentee Precinct,5,3,0,0,8,0
Precinct,101 - Weber City,377,56,4,2,439,0
Precinct,102 - Yuma,517,76,0,1,594,0
Precinct,202 - Weber City East,258,34,2,0,294,0
Precinct,203 - Hiltons,506,58,2,0,566,0
Precinct,204 - Clark's,162,7,0,0,169,0
Precinct,301 - Nickelsville,402,32,0,0,434,0
Precinct,302 - Snowflake,318,37,0,0,355,0
Precinct,303 - Twin Springs,234,40,0,0,274,0
Precinct,304 - Copper Creek,90,8,1,0,99,0
Precinct,401 - Gate City,755,120,4,1,880,0
Precinct,501 - Dungannon,199,29,1,0,229,0
Precinct,502 - Fort Blackmore,233,30,1,0,264,0
Precinct,503 - Manville,144,7,2,0,153,0
Precinct,504 - Rye Cove,359,28,1,0,388,0
Precinct,601 - Clinchport,208,20,0,0,228,0
Precinct,602 - Duffield-pattonsville,555,53,1,0,609,0
Precinct,603 - Fairview,135,21,0,0,156,0
Precinct,Ab - Central Absentee Precinct,178,119,4,0,301,0
Precinct,Provisional,1,1,0,0,2,0
Locality,Shenandoah County,13693,4535,107,11,18346,0
Precinct,##ev - Central Absentee Precinct,2904,1534,24,3,4465,0
Precinct,##pe - Central Absentee Precinct,14,16,0,0,30,0
Precinct,101 - Orkney Springs,501,178,2,0,681,0
Precinct,103 - New Market,1296,309,16,0,1621,0
Precinct,201 - Conicville,1037,160,8,0,1205,0
Precinct,202 - Mt Jackson,787,157,7,1,952,0
Precinct,302 - Edinburg,785,175,3,0,963,0
Precinct,303 - St Luke,893,133,0,0,1026,0
Precinct,304 - Fort Valley,487,104,5,1,597,0
Precinct,401 - Woodstock,1106,339,7,1,1453,0
Precinct,501 - Cedar Creek,87,28,0,1,116,0
Precinct,503 - Toms Brook,1062,190,5,1,1258,0
Precinct,504 - Lebanon Church,911,178,5,0,1094,0
Precinct,601 - Strasburg,1456,429,14,1,1900,0
Precinct,Ab - Central Absentee Precinct,358,598,11,2,969,0
Precinct,Provisional,9,7,0,0,16,0
Locality,Smyth County,8477,1751,35,6,10269,0
Precinct,##ev - Central Absentee Precinct,681,262,1,0,944,0
Precinct,##pe - Central Absentee Precinct,15,16,2,1,34,0
Precinct,101 - Saltville,970,151,3,1,1125,0
Precinct,201 - Seven Mile Ford,739,75,0,0,814,0
Precinct,202 - Rich Valley,303,56,3,0,362,0
Precinct,301 - Chilhowie,914,141,3,0,1058,0
Precinct,302 - St Clair,320,40,0,0,360,0
Precinct,401 - East Park,548,127,2,1,678,0
Precinct,402 - West Park,297,70,1,0,368,0
Precinct,501 - Atkins,758,82,3,0,843,0
Precinct,502 - Wassona,387,134,3,1,525,0
Precinct,601 - Royal Oak East,582,113,1,0,696,0
Precinct,602 - Royal Oak West,358,71,5,0,434,0
Precinct,701 - Adwolfe,812,60,1,1,874,0
Precinct,702 - Sugar Grove,431,89,2,0,522,0
Precinct,703 - Konnarock,79,14,1,0,94,0
Precinct,Ab - Central Absentee Precinct,281,250,4,1,536,0
Precinct,Provisional,2,0,0,0,2,0
Locality,Southampton County,5084,2717,29,4,7834,0
Precinct,##ev - Central Absentee Precinct,965,713,6,2,1686,0
Precinct,##pe - Central Absentee Precinct,3,3,0,0,6,0
Precinct,101 - Berlin,467,67,1,1,536,0
Precinct,102 - Ivor,438,187,3,0,628,0
Precinct,201 - Boykins,310,243,5,0,558,0
Precinct,202 - Branchville,146,71,1,0,218,0
Precinct,301 - Capron,256,144,0,0,400,0
Precinct,302 - Sebrell,312,118,0,0,430,0
Precinct,401 - Drewryville,225,142,2,0,369,0
Precinct,501 - Hunterdale,517,138,2,0,657,0
Precinct,502 - Forks-of-the-river,204,102,3,0,309,0
Precinct,601 - Courtland,358,194,1,0,553,0
Precinct,602 - Sedley,282,36,0,0,318,0
Precinct,701 - Blackwater River,127,156,0,0,283,0
Precinct,702 - Newsoms,358,141,2,0,501,0
Precinct,Ab - Central Absentee Precinct,115,256,3,1,375,0
Precinct,Provisional,1,6,0,0,7,0
Locality,Spotsylvania County,32478,21426,346,29,54279,0
Precinct,##ev - Central Absentee Precinct (CD 1),2295,2039,16,2,4352,0
Precinct,##ev - Central Absentee Precinct (CD 7),6366,4392,37,1,10796,0
Precinct,##pe - Central Absentee Precinct (CD 1),21,44,0,0,65,0
Precinct,##pe - Central Absentee Precinct (CD 7),62,142,3,0,207,0
Precinct,101 - Partlow (CD 7),1057,214,5,0,1276,0
Precinct,102 - Blaydes Corner (CD 7),1010,240,6,1,1257,0
Precinct,103 - Travelers Rest (CD 7),1107,512,11,1,1631,0
Precinct,103 - Travelers Rest (CD 1),2,2,0,0,4,0
Precinct,104 - Massaponax (CD 1),825,431,12,1,1269,0
Precinct,201 - Wilderness School (CD 7),825,412,11,2,1250,0
Precinct,202 - Wilderness Fire (CD 7),997,352,9,0,1358,0
Precinct,203 - Ni River Elys Ford (CD 7),875,346,4,1,1226,0
Precinct,204 - Chancellor (CD 7),873,556,9,0,1438,0
Precinct,301 - Plank Road (CD 7),826,492,4,1,1323,0
Precinct,302 - Hazel Run (CD 7),719,501,17,2,1239,0
Precinct,303 - Riverbend (CD 7),1258,613,12,1,1884,0
Precinct,401 - Summit (CD 1),918,677,13,2,1610,0
Precinct,402 - Parkside (CD 1),589,534,6,2,1131,0
Precinct,402 - Parkside (CD 7),202,197,2,0,401,0
Precinct,403 - Lee Hill (CD 1),808,654,14,2,1478,0
Precinct,501 - Belmont (CD 7),922,192,6,1,1121,0
Precinct,502 - Brokenburg (CD 7),829,225,2,0,1056,0
Precinct,503 - Post Oak (CD 7),912,183,5,0,1100,0
Precinct,504 - Courthouse (CD 7),863,381,5,1,1250,0
Precinct,505 - Brock (CD 7),1195,409,2,0,1606,0
Precinct,601 - Salem (CD 7),871,520,19,1,1411,0
Precinct,602 - Smith Station (CD 7),965,811,12,2,1790,0
Precinct,603 - Piedmont (CD 7),533,312,9,0,854,0
Precinct,701 - Battlefield (CD 1),572,446,14,1,1033,0
