,,Winsome Earle Sears,Hala Sophia Ayala,Write-Ins,Total Votes Cast,Undervotes
Precinct,610 - Six Hundred Ten (CD 4),32,354,1,387,0
Precinct,701 - Seven Hundred One (CD 4),35,372,2,409,0
Precinct,702 - Seven Hundred Two (CD 4),68,520,2,590,0
Precinct,703 - Seven Hundred Three (CD 4),87,721,3,811,0
Precinct,705 - Seven Hundred Five (CD 4),111,674,0,785,0
Precinct,706 - Seven Hundred Six (CD 4),115,952,2,1069,0
Precinct,707 - Seven Hundred Seven (CD 4),232,1237,2,1471,0
Precinct,708 - Seven Hundred Eight (CD 4),196,964,0,1160,0
Precinct,802 - Eight Hundred Two (CD 4),40,419,0,459,0
Precinct,806 - Eight Hundred Six (CD 4),91,374,0,465,0
Precinct,810 - Eight Hundred Ten (CD 4),70,359,0,429,0
Precinct,811 - Eight Hundred Eleven (CD 4),74,459,1,534,0
Precinct,812 - Eight Hundred Twelve (CD 4),161,703,2,866,0
Precinct,814 - Eight Hundred Fourteen (CD 4),44,312,1,357,0
Precinct,902 - Nine Hundred Two (CD 4),31,170,1,202,0
Precinct,903 - Nine Hundred Three (CD 4),111,447,1,559,0
Precinct,908 - Nine Hundred Eight (CD 4),68,499,0,567,0
Precinct,909 - Nine Hundred Nine (CD 4),98,589,0,687,0
Precinct,910 - Nine Hundred Ten (CD 4),90,479,0,569,0
Precinct,911 - Nine Hundred Eleven (CD 4),39,530,0,569,0
Precinct,AB - Central Absentee Precinct (CD 4),793,5360,9,6162,0
Precinct,Provisional (CD 4),25,166,1,192,0
Locality,Richmond County,2212,961,0,3173,0
Precinct,##ev - Central Absentee Precinct,0,0,0,0,0
Precinct,##pe - Central Absentee Precinct,0,0,0,0,0
Precinct,101 - Precinct 1-1,178,127,0,305,0
Precinct,201 - Precinct 2-1,305,74,0,379,0
Precinct,301 - Precinct 3-1,233,79,0,312,0
Precinct,401 - Precinct 4-1,393,96,0,489,0
Precinct,501 - Precinct 5-1,385,77,0,462,0
Precinct,Ab - Central Absentee Precinct,718,508,0,1226,0
Precinct,Provisional,0,0,0,0,0
Locality,Roanoke City,11898,16941,57,28896,0
Precinct,##ev - Central Absentee Precinct,2654,5338,17,8009,0
Precinct,##pe - Central Absentee Precinct,19,86,0,105,0
Precinct,1 -Peters Creek,198,450,0,648,0
Precinct,2 - Grandview,379,423,2,804,0
Precinct,3 -Preston Park,544,345,2,891,0
Precinct,4 - Williamson Road,383,382,3,768,0
Precinct,5 - East Gate,608,297,1,906,0
Precinct,6 - Hollins Road,430,237,0,667,0
Precinct,7 - Southeast,391,231,1,623,0
Precinct,8 - Lincoln Terrace,58,335,0,393,0
Precinct,9 - Highland,236,471,4,711,0
Precinct,10 - Old Southwest-Wasena,443,666,3,1112,0
Precinct,11 - Raleigh Court,574,822,3,1399,0
Precinct,12 - South Roanoke,632,437,2,1071,0
Precinct,13 - Garden City,651,320,1,972,0
Precinct,14 - Crystal Spring,569,509,2,1080,0
Precinct,15 - Grandin Court,557,581,3,1141,0
Precinct,16 - Deyerle,714,478,2,1194,0
Precinct,17 - Lee-Hi,597,690,1,1288,0
Precinct,18 - Summit Hills,433,468,2,903,0
Precinct,19 - Forest Park,113,412,0,525,0
Precinct,20 - Eureka Park,93,568,1,662,0
Precinct,AB - Central Absentee Precinct,613,2357,7,2977,0
Precinct,Provisional,9,38,0,47,0
Locality,Roanoke County,27899,14673,46,42618,0
Precinct,##ev - Central Absentee Precinct (CD 6),6050,3783,5,9838,0
Precinct,##ev - Central Absentee Precinct (CD 9),1208,762,0,1970,0
Precinct,##pe - Central Absentee Precinct (CD 6),31,76,1,108,0
Precinct,##pe - Central Absentee Precinct (CD 9),15,18,0,33,0
Precinct,101 - Catawba (CD 9),373,90,0,463,0
Precinct,102 - Mason Valley (CD 9),339,81,0,420,0
Precinct,103 - Glenvar (CD 9),962,296,2,1260,0
Precinct,104 - Northside (CD 9),424,233,1,658,0
Precinct,105 - Peters Creek (CD 9),934,419,0,1353,0
Precinct,106 - Green Hill (CD 9),875,250,3,1128,0
Precinct,107 - Bennett Springs (CD 9),436,112,1,549,0
Precinct,108 - Wildwood (CD 9),571,182,0,753,0
Precinct,201 - Plantation (CD 6),602,258,0,860,0
Precinct,202 - Burlington (CD 6),388,229,3,620,0
Precinct,203 - Mountain View (CD 6),1014,382,0,1396,0
Precinct,204 - Botetourt Springs (CD 9),745,352,0,1097,0
Precinct,205 - Orchards (CD 6),1013,302,3,1318,0
Precinct,206 - Hollins (CD 6),320,141,1,462,0
Precinct,301 - Bent Mountain (CD 9),271,130,0,401,0
Precinct,302 - Poages Mill (CD 6),930,347,4,1281,0
Precinct,303 - Windsor Hills (CD 6),378,258,0,636,0
Precinct,304 - Oak Grove (CD 6),816,400,1,1217,0
Precinct,305 - Castle Rock (CD 6),826,463,2,1291,0
Precinct,306 - Garst Mill (CD 6),341,201,0,542,0
Precinct,401 - South Lindenwood (CD 6),478,135,0,613,0
Precinct,402 - Bonsack (CD 6),230,78,1,309,0
Precinct,403 - North Vinton (CD 6),578,207,0,785,0
Precinct,404 - South Vinton (CD 6),602,240,2,844,0
Precinct,405 - North Lindenwood (CD 6),600,146,0,746,0
Precinct,406 - Mount Pleasant (CD 6),937,254,0,1191,0
Precinct,501 - Cotton Hill (CD 6),544,240,2,786,0
Precinct,502 - Penn Forest (CD 6),420,207,3,630,0
Precinct,503 - Cave Spring (CD 6),524,286,0,810,0
Precinct,504 - Ogden (CD 6),392,276,2,670,0
Precinct,505 - Clearbrook (CD 6),529,155,0,684,0
Precinct,506 - Mount Vernon (CD 6),351,216,0,567,0
Precinct,507 - Hunting Hills (CD 6),733,358,3,1094,0
Precinct,Ab - Central Absentee Precinct (CD 6),737,1527,5,2269,0
Precinct,Ab - Central Absentee Precinct (CD 9),360,560,1,921,0
Precinct,Provisional (CD 6),12,15,0,27,0
Precinct,Provisional (CD 9),10,8,0,18,0
Locality,Rockbridge County,6825,3152,6,9983,0
Precinct,##ev - Central Absentee Precinct,1147,1086,0,2233,0
Precinct,##pe - Central Absentee Precinct,5,15,0,20,0
Precinct,101 - Airport,386,174,0,560,0
Precinct,102 - Ben Salem,352,83,1,436,0
Precinct,103 - Plank Road,239,52,0,291,0
Precinct,104 - Effinger,219,52,1,272,0
Precinct,201 - Collierstown,270,95,1,366,0
Precinct,202 - Highland Belle,604,217,1,822,0
Precinct,203 - Vo-tech,133,67,0,200,0
Precinct,301 - Maury River,294,103,0,397,0
Precinct,302 - Natural Bridge,387,86,0,473,0
Precinct,303 - Falling Spring,188,34,0,222,0
Precinct,401 - Fairfield,409,128,1,538,0
Precinct,402 - Mountain View,582,118,0,700,0
Precinct,403 - Vesuvius,230,33,0,263,0
Precinct,501 - Goshen,257,27,0,284,0
Precinct,502 - Meadowview,284,135,0,419,0
Precinct,503 - Rockbridge Baths,249,93,0,342,0
Precinct,504 - Rockbridge,413,140,1,554,0
Precinct,Ab - Central Absentee Precinct,174,407,0,581,0
Precinct,Provisional,3,7,0,10,0
Locality,Rockingham County,26745,8495,36,35276,0
Precinct,##ev - Central Absentee Precinct,4747,2332,8,7087,0
Precinct,##pe - Central Absentee Precinct,52,61,0,113,0
Precinct,101 - Broadway,1051,301,2,1354,0
Precinct,102 - Timberville,617,127,1,745,0
Precinct,103 - Fulks Run,718,72,1,791,0
Precinct,104 - Bergton,270,32,0,302,0
Precinct,105 - Lacey Spring,519,62,0,581,0
Precinct,106 - Tenth Legion,495,84,3,582,0
Precinct,107 - Plains,550,81,0,631,0
Precinct,108 - Little North Mountain,382,74,1,457,0
Precinct,201 - Singers Glen,761,122,2,885,0
Precinct,202 - Edom,990,280,0,1270,0
Precinct,203 - Dayton,483,155,1,639,0
Precinct,204 - Mt Clinton,773,183,2,958,0
Precinct,205 - Silver Lake,745,218,1,964,0
Precinct,301 - Keezletown,492,146,0,638,0
Precinct,302 - Port Republic,786,163,0,949,0
Precinct,303 - Melrose,426,78,0,504,0
Precinct,304 - Grottoes,804,161,1,966,0
Precinct,305 - Massanetta Springs,720,417,2,1139,0
Precinct,306 - Cross Keys,295,72,0,367,0
Precinct,307 - Crossroads,777,382,0,1159,0
Precinct,401 - West Bridgewater,546,187,2,735,0
Precinct,402 - Montezuma,792,114,0,906,0
Precinct,403 - Mt Crawford,128,46,0,174,0
Precinct,404 - North River,716,184,1,901,0
Precinct,405 - Ottobine,1045,114,4,1163,0
Precinct,406 - East Bridgewater,618,264,1,883,0
Precinct,501 - Elkton,834,168,0,1002,0
Precinct,502 - Swift Run,1381,133,1,1515,0
Precinct,503 - Mcgaheysville,1084,226,2,1312,0
Precinct,504 - South Fork,627,62,0,689,0
Precinct,505 - Stony Run,691,257,0,948,0
Precinct,Ab - Central Absentee Precinct,820,1132,0,1952,0
Precinct,Provisional,10,5,0,15,0
Locality,Russell County,8121,1469,4,9594,0
Precinct,##ev - Central Absentee Precinct,1436,387,1,1824,0
Precinct,##pe - Central Absentee Precinct,8,6,0,14,0
Precinct,101 - Moccasin,523,50,0,573,0
Precinct,102 - Copper Creek,414,56,0,470,0
Precinct,103 - South Castlewood,300,42,0,342,0
Precinct,201 - North Castlewood,784,107,0,891,0
Precinct,202 - Dante,159,25,0,184,0
Precinct,301 - Cooks Mill,161,20,0,181,0
Precinct,302 - Daugherty,214,33,0,247,0
Precinct,303 - New Garden,454,54,0,508,0
Precinct,304 - Cleveland,245,52,0,297,0
Precinct,401 - Drill,59,10,0,69,0
Precinct,402 - Swords Creek,765,54,1,820,0
Precinct,403 - Honaker,280,43,1,324,0
Precinct,501 - West Lebanon,866,151,0,1017,0
Precinct,601 - East Lebanon,505,71,1,577,0
Precinct,602 - Elk Garden,802,84,0,886,0
Precinct,Ab - Central Absentee Precinct,143,222,0,365,0
Precinct,Provisional,3,2,0,5,0
Locality,Salem City,6102,3372,13,9487,0
Precinct,##ev - Central Absentee Precinct,2109,1389,3,3501,0
Precinct,##pe - Central Absentee Precinct,5,11,0,16,0
Precinct,1 - North Salem No 2,377,171,1,549,0
Precinct,2 - Conehurst,258,103,0,361,0
Precinct,3 - Beverly Heights,280,73,2,355,0
Precinct,4 - West Salem,371,151,1,523,0
Precinct,5 - North Salem No 1,501,267,1,769,0
Precinct,6 - South Salem No 1,282,131,1,414,0
Precinct,7 - South Salem No 2,413,130,0,543,0
Precinct,8 - East Salem,165,81,0,246,0
Precinct,9 - South Side Hills,538,161,1,700,0
Precinct,10 - Hidden Valley,588,219,3,810,0
Precinct,Ab - Central Absentee Precinct,215,485,0,700,0
Precinct,Provisional,0,0,0,0,0
Locality,Scott County,6973,1056,8,8037,0
Precinct,##ev - Central Absentee Precinct,1421,250,0,1671,0
Precinct,##pe - Central Absentee Precinct,5,3,0,8,0
Precinct,101 - Weber City,372,56,1,429,0
Precinct,102 - Yuma,510,75,2,587,0
Precinct,202 - Weber City East,256,36,0,292,0
Precinct,203 - Hiltons,502,57,0,559,0
Precinct,204 - Clark's,158,10,0,168,0
Precinct,301 - Nickelsville,400,33,0,433,0
Precinct,302 - Snowflake,315,37,0,352,0
Precinct,303 - Twin Springs,228,42,0,270,0
Precinct,304 - Copper Creek,93,8,0,101,0
Precinct,401 - Gate City,755,114,1,870,0
Precinct,501 - Dungannon,193,34,1,228,0
Precinct,502 - Fort Blackmore,220,36,0,256,0
Precinct,503 - Manville,144,8,0,152,0
Precinct,504 - Rye Cove,355,30,0,385,0
Precinct,601 - Clinchport,200,21,0,221,0
Precinct,602 - Duffield-pattonsville,537,63,1,601,0
Precinct,603 - Fairview,132,21,0,153,0
Precinct,Ab - Central Absentee Precinct,175,122,2,299,0
Precinct,Provisional,2,0,0,2,0
Locality,Shenandoah County,13566,4627,19,18212,0
Precinct,##ev - Central Absentee Precinct,2897,1539,4,4440,0
Precinct,##pe - Central Absentee Precinct,15,15,0,30,0
Precinct,101 - Orkney Springs,487,186,1,674,0
Precinct,103 - New Market,1287,318,0,1605,0
Precinct,201 - Conicville,1026,179,1,1206,0
Precinct,202 - Mt Jackson,769,168,1,938,0
Precinct,302 - Edinburg,781,173,1,955,0
Precinct,303 - St Luke,873,145,0,1018,0
Precinct,304 - Fort Valley,488,104,1,593,0
Precinct,401 - Woodstock,1088,345,1,1434,0
Precinct,501 - Cedar Creek,83,31,0,114,0
Precinct,503 - Toms Brook,1048,197,2,1247,0
Precinct,504 - Lebanon Church,909,178,0,1087,0
Precinct,601 - Strasburg,1447,445,3,1895,0
Precinct,Ab - Central Absentee Precinct,359,598,4,961,0
Precinct,Provisional,9,6,0,15,0
Locality,Smyth County,8439,1742,9,10190,0
Precinct,##ev - Central Absentee Precinct,681,258,1,940,0
Precinct,##pe - Central Absentee Precinct,16,15,1,32,0
Precinct,101 - Saltville,961,152,1,1114,0
Precinct,201 - Seven Mile Ford,730,78,0,808,0
Precinct,202 - Rich Valley,304,56,0,360,0
Precinct,301 - Chilhowie,902,145,0,1047,0
Precinct,302 - St Clair,321,39,0,360,0
Precinct,401 - East Park,541,124,1,666,0
Precinct,402 - West Park,295,71,1,367,0
Precinct,501 - Atkins,757,78,2,837,0
Precinct,502 - Wassona,380,139,1,520,0
Precinct,601 - Royal Oak East,579,115,0,694,0
Precinct,602 - Royal Oak West,357,75,0,432,0
Precinct,701 - Adwolfe,810,58,0,868,0
Precinct,702 - Sugar Grove,435,83,0,518,0
Precinct,703 - Konnarock,81,11,0,92,0
Precinct,Ab - Central Absentee Precinct,287,245,1,533,0
Precinct,Provisional,2,0,0,2,0
Locality,Southampton County,5079,2710,7,7796,0
Precinct,##ev - Central Absentee Precinct,980,696,2,1678,0
Precinct,##pe - Central Absentee Precinct,4,2,0,6,0
Precinct,101 - Berlin,467,66,2,535,0
Precinct,102 - Ivor,433,190,1,624,0
Precinct,201 - Boykins,306,248,0,554,0
Precinct,202 - Branchville,145,71,0,216,0
Precinct,301 - Capron,254,145,0,399,0
Precinct,302 - Sebrell,313,115,1,429,0
Precinct,401 - Drewryville,224,143,0,367,0
Precinct,501 - Hunterdale,520,134,0,654,0
Precinct,502 - Forks-of-the-river,203,105,0,308,0
Precinct,601 - Courtland,353,196,1,550,0
Precinct,602 - Sedley,277,38,0,315,0
Precinct,701 - Blackwater River,128,152,0,280,0
Precinct,702 - Newsoms,361,138,0,499,0
Precinct,Ab - Central Absentee Precinct,110,265,0,375,0
Precinct,Provisional,1,6,0,7,0
Locality,Spotsylvania County,32413,21638,35,54086,0
Precinct,##ev - Central Absentee Precinct (CD 1),2289,2053,0,4342,0
Precinct,##ev - Central Absentee Precinct (CD 7),6378,4380,7,10765,0
Precinct,##pe - Central Absentee Precinct (CD 1),24,41,0,65,0
Precinct,##pe - Central Absentee Precinct (CD 7),66,137,0,203,0
Precinct,101 - Partlow (CD 7),1048,217,0,1265,0
Precinct,102 - Blaydes Corner (CD 7),1006,243,2,1251,0
Precinct,103 - Travelers Rest (CD 7),1115,511,0,1626,0
Precinct,103 - Travelers Rest (CD 1),1,3,0,4,0
Precinct,104 - Massaponax (CD 1),822,432,1,1255,0
Precinct,201 - Wilderness School (CD 7),814,429,2,1245,0
Precinct,202 - Wilderness Fire (CD 7),990,365,0,1355,0
Precinct,203 - Ni River Elys Ford (CD 7),873,350,0,1223,0
Precinct,204 - Chancellor (CD 7),874,560,1,1435,0
Precinct,301 - Plank Road (CD 7),827,489,0,1316,0
Precinct,302 - Hazel Run (CD 7),713,521,1,1235,0
Precinct,303 - Riverbend (CD 7),1244,632,1,1877,0
Precinct,401 - Summit (CD 1),938,666,0,1604,0
Precinct,402 - Parkside (CD 1),581,544,1,1126,0
Precinct,402 - Parkside (CD 7),198,203,0,401,0
Precinct,403 - Lee Hill (CD 1),802,667,2,1471,0
Precinct,501 - Belmont (CD 7),905,215,2,1122,0
Precinct,502 - Brokenburg (CD 7),831,224,1,1056,0
Precinct,503 - Post Oak (CD 7),912,186,1,1099,0
Precinct,504 - Courthouse (CD 7),854,391,1,1246,0
Precinct,505 - Brock (CD 7),1198,404,1,1603,0
Precinct,601 - Salem (CD 7),866,538,1,1405,0
Precinct,602 - Smith Station (CD 7),958,826,2,1786,0
Precinct,603 - Piedmont (CD 7),538,314,0,852,0
Precinct,701 - Battlefield (CD 1),569,454,2,1025,0
Precinct,702 - Brents Mill (CD 1),353,293,1,647,0
Precinct,702 - Brents Mill (CD 7),397,325,1,723,0
Precinct,703 - Fairview (CD 7),273,217,0,490,0
Precinct,703 - Fairview (CD 1),95,88,0,183,0
Precinct,704 - Gayle (CD 7),708,512,0,1220,0
Precinct,704 - Gayle (CD 1),221,138,0,359,0
Precinct,Ab - Central Absentee Precinct (CD 1),255,881,2,1138,0
Precinct,Ab - Central Absentee Precinct (CD 7),842,2122,2,2966,0
Precinct,Provisional (CD 1),4,20,0,24,0
Precinct,Provisional (CD 7),31,47,0,78,0
Locality,Stafford County,31463,25839,48,57350,0
Precinct,##ev - Central Absentee Precinct,6286,6433,7,12726,0
Precinct,##pe - Central Absentee Precinct,89,162,0,251,0
Precinct,101 - Hartwood,1981,690,1,2672,0
Precinct,102 - Rocky Run,812,640,3,1455,0
Precinct,103 - Simpson,914,527,0,1441,0
Precinct,104 - College,1294,775,1,2070,0
Precinct,201 - Rock Hill,778,480,1,1259,0
Precinct,202 - Roseville,925,680,2,1607,0
Precinct,203 - Ruby,1015,294,3,1312,0
Precinct,204 - Stefaniga,1134,604,4,1742,0
Precinct,301 - Griffis,389,580,0,969,0
Precinct,302 - Widewater,809,710,1,1520,0
Precinct,303 - Harbour,596,412,0,1008,0
Precinct,304 - Barrett,336,313,1,650,0
Precinct,401 - Aquia,157,336,1,494,0
Precinct,402 - Courthouse,698,905,0,1603,0
Precinct,403 - Brooke,1239,640,0,1879,0
Precinct,404 - Government Island,703,477,2,1182,0
Precinct,501 - Grafton,1335,672,3,2010,0
Precinct,502 - Falmouth,848,639,2,1489,0
Precinct,503 - Drew,846,626,3,1475,0
Precinct,504 - Gayle,507,585,0,1092,0
Precinct,601 - Ferry Farm,913,466,2,1381,0
Precinct,602 - Chatham,983,624,0,1607,0
Precinct,603 - White Oak,1509,556,1,2066,0
Precinct,604 - England Run,344,508,1,853,0
Precinct,701 - Woodlands,1088,980,3,2071,0
Precinct,702 - Whitson,558,632,1,1191,0
Precinct,703 - Hampton,1045,806,1,1852,0
Precinct,Ab - Central Absentee Precinct,1309,3030,4,4343,0
Precinct,Provisional,23,57,0,80,0
Locality,Staunton City,4686,5003,13,9702,0
Precinct,##ev - Central Absentee Precinct,1253,1947,5,3205,0
Precinct,##pe - Central Absentee Precinct,14,26,0,40,0
Precinct,101 - Ward No 1,670,459,2,1131,0
Precinct,201 - Ward No 2,838,417,1,1256,0
Precinct,301 - Ward No 3,676,488,1,1165,0
Precinct,401 - Ward No 4,511,448,2,961,0
Precinct,501 - Ward No 5,424,506,0,930,0
Precinct,Ab - Central Absentee Precinct,295,703,2,1000,0
Precinct,Provisional,5,9,0,14,0
Locality,Suffolk City,17476,19016,41,36533,0
Precinct,##ev - Central Absentee Precinct (CD 3),2050,3575,3,5628,0
Precinct,##ev - Central Absentee Precinct (CD 4),1627,1936,6,3569,0
Precinct,##pe - Central Absentee Precinct (CD 3),48,104,0,152,0
Precinct,##pe - Central Absentee Precinct (CD 4),17,42,0,59,0
Precinct,101 - Belleharbour (CD 3),288,505,5,798,0
Precinct,102 - Driver (CD 3),1500,567,3,2070,0
Precinct,104 - Bennetts Creek (CD 3),761,595,3,1359,0
Precinct,201 - Ebenezer (CD 3),854,293,0,1147,0
Precinct,202 - Chuckatuck (CD 3),707,294,0,1001,0
Precinct,203 - Kings Fork (CD 3),489,609,2,1100,0
Precinct,204 - Hillpoint (CD 3),417,524,1,942,0
Precinct,301 - White Marsh (CD 4),105,161,1,267,0
Precinct,302 - John F Kennedy (CD 4),24,362,1,387,0
Precinct,302 - John F Kennedy (CD 3),145,318,0,463,0
Precinct,304 - Nansemond River (CD 3),497,579,1,1077,0
Precinct,305 - Shoulders Hill (CD 3),250,260,1,511,0
Precinct,401 - Airport (CD 4),393,185,1,579,0
Precinct,402 - Whaleyville (CD 4),717,161,1,879,0
Precinct,403 - Southside (CD 4),41,317,0,358,0
Precinct,404 - Booker T Washington (CD 4),36,411,0,447,0
Precinct,404 - Booker T Washington (CD 3),12,124,0,136,0
Precinct,405 - Pittmantown (CD 4),213,108,0,321,0
Precinct,501 - Kilbys Mill (CD 4),842,363,0,1205,0
Precinct,502 - Holland (CD 4),1024,327,0,1351,0
Precinct,504 - Lake Cohoon (CD 4),777,330,0,1107,0
Precinct,504 - Lake Cohoon (CD 3),225,53,0,278,0
Precinct,601 - Lakeside (CD 4),438,370,1,809,0
Precinct,602 - Olde Towne (CD 4),1,1,0,2,0
Precinct,602 - Olde Towne (CD 3),115,126,0,241,0
Precinct,603 - Elephants Fork/westhaven (CD 4),170,151,0,321,0
Precinct,604 - Wilroy (CD 3),437,388,0,825,0
Precinct,605 - Hollywood (CD 3),30,320,0,350,0
Precinct,702 - Harbourview (CD 3),772,733,4,1509,0
Precinct,704 - Burbage Grant (CD 3),508,780,4,1292,0
Precinct,706 - Huntersville (CD 3),244,922,0,1166,0
Precinct,AB - Central Absentee Precinct (CD 3),466,1467,3,1936,0
Precinct,Ab - Central Absentee Precinct (CD 4),214,617,0,831,0
Precinct,Provisional (CD 3),12,29,0,41,0
Precinct,Provisional (CD 4),10,9,0,19,0
Locality,Surry County,1770,1744,3,3517,0
Precinct,##ev - Central Absentee Precinct,418,550,0,968,0
Precinct,##pe - Central Absentee Precinct,1,7,0,8,0
Precinct,101 - Surry,293,129,1,423,0
Precinct,201 - Bacons Castle,242,214,0,456,0
Precinct,301 - Dendron,268,179,1,448,0
Precinct,401 - Carsley,271,220,0,491,0
Precinct,501 - Claremont,193,128,1,322,0
Precinct,502 - Spring Grove,28,87,0,115,0
Precinct,AB - Central Absentee Precinct,56,230,0,286,0
Precinct,Provisional,0,0,0,0,0
Locality,Sussex County,1972,2015,6,3993,0
Precinct,##ev - Central Absentee Precinct,403,438,0,841,0
Precinct,##pe - Central Absentee Precinct,1,2,0,3,0
Precinct,101 - Waverly,101,307,1,409,0
Precinct,201 - Stony Creek,148,200,0,348,0
Precinct,202 - Little Mill,49,49,1,99,0
Precinct,301 - Courthouse,269,63,0,332,0
Precinct,302 - Wakefield,118,19,0,137,0
Precinct,401 - Mars Hill,197,234,1,432,0
Precinct,402 - West Wakefield,5,35,0,40,0
Precinct,501 - Henry,174,197,0,371,0
Precinct,502 - Yale,81,72,0,153,0
Precinct,601 - Blackwater,232,111,3,346,0
Precinct,602 - Newville,110,54,0,164,0
Precinct,AB - Central Absentee Precinct,84,228,0,312,0
Precinct,Provisional,0,6,0,6,0
Locality,Tazewell County,11992,1850,1,13843,0
Precinct,##ev - Central Absentee Precinct,3030,570,0,3600,0
Precinct,##pe - Central Absentee Precinct,12,12,0,24,0
Precinct,101 - Indian Valley,361,22,0,383,0
Precinct,102 - Tip Top,210,21,0,231,0
Precinct,103 - Mundy Town,408,27,0,435,0
Precinct,104 - Falls Mills,286,27,0,313,0
Precinct,106 - Pocahontas,111,14,0,125,0
Precinct,107 - Amonate,35,4,0,39,0
Precinct,109 - Bishop,101,4,0,105,0
Precinct,112 - Bandy,125,13,0,138,0
Precinct,203 - Burkes Garden,82,8,0,90,0
Precinct,204 - Clear Fork,261,20,0,281,0
Precinct,207 - Freestone,102,14,0,116,0
Precinct,209 - Jeffersonville,877,137,1,1015,0
Precinct,214 - Thompson Valley,294,28,0,322,0
Precinct,301 - Cedar Bluff,923,74,0,997,0
Precinct,302 - Baptist Valley,211,25,0,236,0
Precinct,303 - Paint Lick,755,79,0,834,0
Precinct,401 - Richlands,1488,188,0,1676,0
Precinct,402 - Jewell Ridge,151,11,0,162,0
Precinct,501 - Springville,687,54,0,741,0
Precinct,502 - Graham,1102,166,0,1268,0
Precinct,Ab - Central Absentee Precinct,373,326,0,699,0
Precinct,Provisional,7,6,0,13,0
Locality,Virginia Beach City,87170,73997,145,161312,0
Precinct,##ev - Central Absentee Precinct,19783,17384,25,37192,0
Precinct,##pe - Central Absentee Precinct,277,529,0,806,0
Precinct,1 - North Beach,1121,463,1,1585,0
Precinct,2 - South Beach,707,503,1,1211,0
Precinct,3 - Ocean Lakes,570,316,1,887,0
Precinct,4 - Linkhorn,752,359,4,1115,0
Precinct,5 - Seatack,533,434,1,968,0
Precinct,6 - Alanton,822,425,2,1249,0
Precinct,7 - Kingston,635,317,0,952,0
Precinct,8 - London Bridge,776,524,1,1301,0
Precinct,9 - Trantwood,737,357,2,1096,0
Precinct,10 - Great Neck,846,269,1,1116,0
Precinct,11 - Cape Henry,840,640,1,1481,0
Precinct,12 - Plaza,575,524,1,1100,0
Precinct,13 - Mt Trashmore,831,534,0,1365,0
Precinct,14 - Malibu,785,501,4,1290,0
Precinct,15 - Old Donation,516,352,2,870,0
Precinct,16 - Aragona,877,564,0,1441,0
Precinct,17 - Ocean Park,496,273,2,771,0
Precinct,18 - Thoroughgood,795,440,0,1235,0
Precinct,19 - Lake Smith,488,249,0,737,0
Precinct,20 - Bayside,610,434,2,1046,0
Precinct,21 - Davis Corner,307,644,0,951,0
Precinct,22 - Point O View,664,391,1,1056,0
Precinct,23 - Arrowhead,792,493,2,1287,0
Precinct,24 - Larkspur,507,405,0,912,0
Precinct,25 - Avalon,1061,678,1,1740,0
Precinct,26 - Fairfield,748,508,0,1256,0
Precinct,27 - Edwin,814,473,1,1288,0
Precinct,28 - Thalia,603,323,1,927,0
Precinct,29 - Holland,470,488,0,958,0
Precinct,30 - Red Wing,598,295,0,893,0
Precinct,31 - Sigma,1084,390,1,1475,0
Precinct,32 - Creeds,721,141,0,862,0
Precinct,33 - Capps Shop,753,145,0,898,0
Precinct,34 - Blackwater,458,99,2,559,0
Precinct,35 - Courthouse,645,263,0,908,0
Precinct,36 - Windsor Oaks,610,634,1,1245,0
Precinct,37 - Chesapeake Beach,535,369,1,905,0
Precinct,38 - Witchduck,940,434,0,1374,0
Precinct,39 - Pembroke,726,563,4,1293,0
Precinct,40 - Bonney,461,348,1,810,0
Precinct,41 - College Park,407,916,3,1326,0
Precinct,42 - Brandon,633,571,0,1204,0
Precinct,43 - Bellamy,415,567,1,983,0
Precinct,44 - Centerville,831,497,0,1328,0
Precinct,45 - Timberlake,414,597,1,1012,0
Precinct,46 - Green Run,393,532,0,925,0
Precinct,47 - Kings Grant,1095,479,0,1574,0
Precinct,48 - Wolfsnare,809,465,1,1275,0
Precinct,49 - Lynnhaven,685,333,0,1018,0
Precinct,50 - Oceana,283,380,0,663,0
Precinct,51 - Stratford Chase,650,378,0,1028,0
Precinct,52 - Homestead,857,619,1,1477,0
Precinct,53 - Shannon,591,376,2,969,0
Precinct,54 - Cromwell,427,316,1,744,0
Precinct,55 - Magic Hollow,412,617,3,1032,0
Precinct,56 - Edinburgh,416,269,0,685,0
Precinct,57 - Sherry Park,530,262,2,794,0
Precinct,58 - Glenwood,696,526,0,1222,0
Precinct,59 - Shelton Park,503,318,0,821,0
Precinct,60 - Foxfire,1029,401,0,1430,0
Precinct,61 - Baker,168,733,5,906,0
Precinct,62 - Landstown,811,488,4,1303,0
Precinct,63 - Culver,913,574,1,1488,0
Precinct,64 - Rosemont Forest,588,406,0,994,0
Precinct,65 - Colonial,666,532,2,1200,0
Precinct,66 - Hunt,740,359,0,1099,0
Precinct,67 - Eastern Shore,285,285,1,571,0
Precinct,68 - Manor,715,454,4,1173,0
Precinct,69 - Shell,310,493,2,805,0
Precinct,70 - Corporate Landing,696,452,0,1148,0
Precinct,71 - Round Hill,357,297,2,656,0
Precinct,72 - Rudee,812,391,1,1204,0
Precinct,73 - Dahlia,334,528,1,863,0
Precinct,74 - Buckner,370,465,2,837,0
Precinct,75 - Colony,912,403,4,1319,0
