,,Justin Edward Fairfax,Jill Holtzman Vogel,Write-Ins,Total Votes Cast,Undervotes
Precinct,602 - Chatham,732,833,1,1566,0
Precinct,603 - White Oak,539,1086,1,1626,0
Precinct,604 - England Run,462,216,2,680,0
Precinct,701 - Woodlands,839,916,2,1757,0
Precinct,702 - Whitson,737,539,1,1277,0
Precinct,703 - Hampton,980,1052,5,2037,0
Precinct,Ab - Central Absentee Precinct,1072,1169,2,2243,0
Precinct,Provisional,23,16,0,39,0
Locality,Staunton City,3956,3534,8,7498,0
Precinct,101 - Ward No 1,623,634,3,1260,0
Precinct,201 - Ward Two,693,815,0,1508,0
Precinct,301 - Ward No 3,743,686,4,1433,0
Precinct,401 - Ward No 4,651,667,0,1318,0
Precinct,501 - Ward No 5,957,517,1,1475,0
Precinct,Ab - Central Absentee Precinct,285,210,0,495,0
Precinct,Provisional,4,5,0,9,0
Locality,Suffolk City,16071,12294,17,28382,0
Precinct,101 - Belleharbour (CD 3),630,238,0,868,0
Precinct,102 - Driver (CD 3),760,1339,3,2102,0
Precinct,104 - Bennetts Creek (CD 3),631,582,0,1213,0
Precinct,201 - Ebenezer (CD 3),305,765,1,1071,0
Precinct,202 - Chuckatuck (CD 3),364,638,1,1003,0
Precinct,203 - Kings Fork (CD 3),917,453,1,1371,0
Precinct,204 - Hillpoint (CD 3),674,337,2,1013,0
Precinct,301 - White Marsh (CD 4),276,111,0,387,0
Precinct,302 - John F Kennedy (CD 4),646,19,1,666,0
Precinct,302 - John F Kennedy (CD 3),458,111,1,570,0
Precinct,304 - Nansemond River (CD 3),870,431,1,1302,0
Precinct,305 - Shoulders Hill (CD 3),366,212,0,578,0
Precinct,401 - Airport (CD 4),318,382,2,702,0
Precinct,402 - Whaleyville (CD 4),202,598,0,800,0
Precinct,403 - Southside (CD 4),452,29,0,481,0
Precinct,404 - Booker T Washington (CD 4),659,43,0,702,0
Precinct,404 - Booker T Washington (CD 3),184,7,0,191,0
Precinct,405 - Pittmantown (CD 4),133,171,0,304,0
Precinct,501 - Kilbys Mill (CD 4),567,877,0,1444,0
Precinct,502 - Holland (CD 4),495,776,0,1271,0
Precinct,504 - Lake Cohoon (CD 4),305,684,0,989,0
Precinct,504 - Lake Cohoon (CD 3),102,339,0,441,0
Precinct,601 - Lakeside (CD 4),648,522,0,1170,0
Precinct,602 - Olde Towne (CD 4),4,2,0,6,0
Precinct,602 - Olde Towne (CD 3),172,107,0,279,0
Precinct,603 - Elephants Fork/westhaven (CD 4),183,208,1,392,0
Precinct,604 - Wilroy (CD 3),397,423,0,820,0
Precinct,605 - Hollywood (CD 3),442,20,1,463,0
Precinct,702 - Harbourview (CD 3),819,667,0,1486,0
Precinct,704 - Burbage Grant (CD 3),979,406,0,1385,0
Precinct,706 - Huntersville (CD 3),1131,164,1,1296,0
Precinct,AB - Central Absentee Precinct (CD 3),614,418,1,1033,0
Precinct,Ab - Central Absentee Precinct (CD 4),358,205,0,563,0
Precinct,Provisional (CD 3),5,5,0,10,0
Precinct,Provisional (CD 4),5,5,0,10,0
Locality,Surry County,1633,1310,1,2944,0
Precinct,101 - Surry,255,381,0,636,0
Precinct,201 - Bacons Castle,384,210,0,594,0
Precinct,301 - Dendron,166,165,0,331,0
Precinct,302 - Walls Bridge,153,117,0,270,0
Precinct,401 - Carsley,322,223,0,545,0
Precinct,501 - Claremont,197,183,1,381,0
Precinct,502 - Spring Grove,156,31,0,187,0
Precinct,Provisional,0,0,0,0,0
Locality,Sussex County,1788,1437,0,3225,0
Precinct,101 - Waverly,355,122,0,477,0
Precinct,201 - Stony Creek,282,126,0,408,0
Precinct,202 - Little Mill,58,41,0,99,0
Precinct,301 - Courthouse,139,269,0,408,0
Precinct,302 - Wakefield,19,105,0,124,0
Precinct,401 - Mars Hill,271,175,0,446,0
Precinct,402 - West Wakefield,53,13,0,66,0
Precinct,501 - Henry,227,146,0,373,0
Precinct,502 - Yale,100,63,0,163,0
Precinct,601 - Blackwater,138,217,0,355,0
Precinct,602 - Newville,84,108,0,192,0
Precinct,AB - Central Absentee Precinct,62,52,0,114,0
Precinct,Provisional,0,0,0,0,0
Locality,Tazewell County,1837,8130,12,9979,0
Precinct,101 - Abbs Valley,15,129,0,144,0
Precinct,102 - Tip Top,38,195,0,233,0
Precinct,103 - Boissevain,29,93,0,122,0
Precinct,104 - Falls Mills,39,179,0,218,0
Precinct,106 - Pocahontas,28,68,0,96,0
Precinct,107 - Amonate,8,40,0,48,0
Precinct,109 - Bishop,10,74,0,84,0
Precinct,110 - Adria,29,196,0,225,0
Precinct,111 - Gap Store,35,186,0,221,0
Precinct,112 - Bandy,17,86,0,103,0
Precinct,203 - Burkes Garden,15,75,0,90,0
Precinct,204 - Clear Fork,32,280,0,312,0
Precinct,207 - Freestone,22,88,1,111,0
Precinct,209 - Jeffersonville,340,1056,2,1398,0
Precinct,214 - Thompson Valley,53,272,0,325,0
Precinct,301 - Cedar Bluff,163,931,6,1100,0
Precinct,302 - Baptist Valley,48,169,0,217,0
Precinct,303 - Wardell,75,392,0,467,0
Precinct,305 - Pounding Mill,44,275,0,319,0
Precinct,401 - Richlands,234,963,0,1197,0
Precinct,402 - Jewell Ridge,24,107,0,131,0
Precinct,404 - Raven,70,309,1,380,0
Precinct,501 - Springville,81,553,0,634,0
Precinct,502 - Graham,248,1053,0,1301,0
Precinct,Ab - Central Absentee Precinct,139,358,2,499,0
Precinct,Provisional,1,3,0,4,0
Locality,Virginia Beach City,62086,65190,104,127380,0
Precinct,1 - North Beach,666,1162,3,1831,0
Precinct,2 - South Beach,613,612,1,1226,0
Precinct,3 - Ocean Lakes,390,497,1,888,0
Precinct,4 - Linkhorn,535,891,1,1427,0
Precinct,5 - Seatack,730,402,1,1133,0
Precinct,6 - Alanton,623,994,1,1618,0
Precinct,7 - Kingston,382,690,0,1072,0
Precinct,8 - London Bridge,678,695,0,1373,0
Precinct,9 - Trantwood,498,982,1,1481,0
Precinct,10 - Great Neck,524,1211,2,1737,0
Precinct,11 - Cape Henry,849,1011,2,1862,0
Precinct,12 - Plaza,687,528,2,1217,0
Precinct,13 - Mt Trashmore,766,835,1,1602,0
Precinct,14 - Malibu,640,720,1,1361,0
Precinct,15 - Old Donation,388,398,1,787,0
Precinct,16 - Aragona,736,780,1,1517,0
Precinct,17 - Ocean Park,488,620,1,1109,0
Precinct,18 - Thoroughgood,716,996,2,1714,0
Precinct,19 - Lake Smith,327,478,0,805,0
Precinct,20 - Bayside,510,566,0,1076,0
Precinct,21 - Davis Corner,898,237,1,1136,0
Precinct,22 - Point O View,461,665,2,1128,0
Precinct,23 - Arrowhead,539,777,1,1317,0
Precinct,24 - Larkspur,478,514,0,992,0
Precinct,25 - Avalon,864,965,1,1830,0
Precinct,26 - Fairfield,593,743,1,1337,0
Precinct,27 - Edwin,648,892,2,1542,0
Precinct,28 - Thalia,493,619,0,1112,0
Precinct,29 - Holland,670,400,0,1070,0
Precinct,30 - Red Wing,443,825,0,1268,0
Precinct,31 - Sigma,730,1438,0,2168,0
Precinct,32 - Creeds,178,534,0,712,0
Precinct,33 - Capps Shop,165,629,0,794,0
Precinct,34 - Blackwater,112,329,0,441,0
Precinct,35 - Courthouse,559,1095,2,1656,0
Precinct,36 - Windsor Oaks,910,591,1,1502,0
Precinct,37 - Chesapeake Beach,482,419,1,902,0
Precinct,38 - Witchduck,699,1187,2,1888,0
Precinct,39 - Pembroke,769,736,0,1505,0
Precinct,40 - Bonney,463,483,1,947,0
Precinct,41 - College Park,1275,390,3,1668,0
Precinct,42 - Brandon,721,594,2,1317,0
Precinct,43 - Bellamy,703,408,0,1111,0
Precinct,44 - Centerville,753,821,1,1575,0
Precinct,45 - Timberlake,778,331,1,1110,0
Precinct,46 - Green Run,664,339,0,1003,0
Precinct,47 - Kings Grant,646,1176,1,1823,0
Precinct,48 - Wolfsnare,616,898,2,1516,0
Precinct,49 - Lynnhaven,575,967,1,1543,0
Precinct,50 - Oceana,474,183,0,657,0
Precinct,51 - Stratford Chase,524,694,1,1219,0
Precinct,52 - Homestead,859,926,2,1787,0
Precinct,53 - Shannon,528,662,2,1192,0
Precinct,54 - Cromwell,547,471,0,1018,0
Precinct,55 - Magic Hollow,727,329,1,1057,0
Precinct,56 - Edinburgh,293,414,1,708,0
Precinct,57 - Sherry Park,378,468,2,848,0
Precinct,58 - Glenwood,703,619,2,1324,0
Precinct,59 - Shelton Park,434,447,0,881,0
Precinct,60 - Foxfire,559,986,6,1551,0
Precinct,61 - Baker,904,126,2,1032,0
Precinct,62 - Landstown,699,793,3,1495,0
Precinct,63 - Culver,689,854,1,1544,0
Precinct,64 - Rosemont Forest,996,874,0,1870,0
Precinct,65 - Colonial,657,588,3,1248,0
Precinct,66 - Hunt,460,751,0,1211,0
Precinct,67 - Eastern Shore,340,234,0,574,0
Precinct,68 - Manor,576,752,0,1328,0
Precinct,69 - Shell,793,303,0,1096,0
Precinct,70 - Corporate Landing,562,567,0,1129,0
Precinct,71 - Round Hill,414,306,0,720,0
Precinct,72 - Rudee,523,767,3,1293,0
Precinct,73 - Dahlia,718,325,0,1043,0
Precinct,74 - Buckner,639,321,1,961,0
Precinct,75 - Colony,622,1060,1,1683,0
Precinct,76 - Village,625,254,0,879,0
Precinct,77 - Brookwood,561,531,0,1092,0
Precinct,78 - Indian Lakes,585,535,1,1121,0
Precinct,79 - Pleasant Hall,725,284,1,1010,0
Precinct,80 - Chimney Hill,689,329,1,1019,0
Precinct,81 - Rock Lake,791,525,1,1317,0
Precinct,82 - Shelburne,473,577,1,1051,0
Precinct,83 - Strawbridge,542,771,1,1314,0
Precinct,84 - Tallwood,719,456,1,1176,0
Precinct,85 - Upton,640,888,1,1529,0
Precinct,86 - Haygood,684,809,0,1493,0
Precinct,87 - Hillcrest,579,663,0,1242,0
Precinct,88 - North Landing,469,571,3,1043,0
Precinct,89 - Lake Christopher,630,691,1,1322,0
Precinct,90 - Lake Joyce,353,522,1,876,0
Precinct,91 - Lexington,750,429,0,1179,0
Precinct,92 - Little Neck,394,681,0,1075,0
Precinct,93 - Newtown,869,150,1,1020,0
Precinct,94 - Pinewood,294,381,1,676,0
Precinct,95 - Dam Neck,338,346,1,685,0
Precinct,96 - Hilltop,446,307,2,755,0
Precinct,97 - Indian River,764,355,1,1120,0
Precinct,98 - Independence,419,252,1,672,0
Precinct,Ab - Central Absentee Precinct,3432,3902,5,7339,0
Precinct,Provisional,66,91,0,157,0
Locality,Warren County,3410,6920,10,10340,0
Precinct,101 - Fork Town,223,385,0,608,0
Precinct,102 - Otterburn,357,928,0,1285,0
Precinct,201 - Happy Creek,362,744,0,1106,0
Precinct,202 - Linden,381,693,5,1079,0
Precinct,301 - North River,306,445,0,751,0
Precinct,302 - Riverton,273,696,0,969,0
Precinct,401 - East Shenandoah,377,975,3,1355,0
Precinct,402 - Town - West Shenandoah,227,471,1,699,0
Precinct,501 - South River,429,697,1,1127,0
Precinct,502 - Bentonville,124,334,0,458,0
Precinct,504 - Browntown,133,257,0,390,0
Precinct,Ab - Central Absentee Precinct,218,292,0,510,0
Precinct,Provisional,0,3,0,3,0
Locality,Washington County,3975,12242,10,16227,0
Precinct,101 - East Abingdon,484,888,2,1374,0
Precinct,102 - West Abingdon,263,487,1,751,0
Precinct,201 - Clinchburg,88,359,0,447,0
Precinct,202 - Greendale,129,596,1,726,0
Precinct,203 - Hayters Gap,49,243,0,292,0
Precinct,204 Woodland Hills,200,575,0,775,0
Precinct,301 - Watauga,308,985,0,1293,0
Precinct,302 - South Abingdon,412,801,1,1214,0
Precinct,401 - Glade Spring,203,634,1,838,0
Precinct,402 - Meadowview,269,794,2,1065,0
Precinct,501 - Rhea Valley,238,1116,0,1354,0
Precinct,502 - Damascus,233,461,0,694,0
Precinct,504 - Green Cove,18,93,0,111,0
Precinct,601 - Burson Place,143,884,0,1027,0
Precinct,602 - Mendota,33,177,0,210,0
Precinct,603 - Valley Institute,143,639,0,782,0
Precinct,701 - High Point,153,755,1,909,0
Precinct,702 - Wallace,95,358,0,453,0
Precinct,703 - John Battle,202,834,0,1036,0
Precinct,Ab - Central Absentee Precinct,311,561,1,873,0
Precinct,Provisional,1,2,0,3,0
Locality,Waynesboro City,2578,3231,7,5816,0
Precinct,1 - Ward A,377,378,1,756,0
Precinct,2 - Ward B,742,894,4,1640,0
Precinct,3 - Ward C,513,610,1,1124,0
Precinct,4 - Ward D,834,1219,1,2054,0
Precinct,Ab - Central Absentee Precinct,111,129,0,240,0
Precinct,Provisional,1,1,0,2,0
Locality,Westmoreland County,2375,2939,8,5322,0
Precinct,101 - Precinct 1-1,395,214,1,610,0
Precinct,102 - Precinct 1-2,201,176,0,377,0
Precinct,201 - Precinct 2-1,364,381,2,747,0
Precinct,202 - Precinct 2-2,144,240,0,384,0
Precinct,301 - Precinct 3-1,245,295,0,540,0
Precinct,302 - Precinct 3-2,194,202,0,396,0
Precinct,401 - Precinct 4-1,254,621,3,878,0
Precinct,501 - Precinct 5-1,392,561,2,955,0
Precinct,Ab - Central Absentee Precinct,186,248,0,434,0
Precinct,Provisional,0,1,0,1,0
Locality,Williamsburg City,3656,1596,2,5254,0
Precinct,1 - Stryker,1647,746,0,2393,0
Precinct,2 - Matoaka,1746,679,1,2426,0
Precinct,Ab - Central Absentee Precinct,261,168,1,430,0
Precinct,Provisional,2,3,0,5,0
Locality,Winchester City,3327,3287,3,6617,0
Precinct,101 - Merrimans,794,776,0,1570,0
Precinct,102 - Old Town,527,583,1,1111,0
Precinct,201 - Virginia Avenue,588,349,1,938,0
Precinct,301 - War Memorial,496,490,1,987,0
Precinct,401 - Frederick Douglass,228,232,0,460,0
Precinct,402 - Rolling Hills,459,620,0,1079,0
Precinct,AB - Central Absentee Precinct,233,236,0,469,0
Precinct,Provisional,2,1,0,3,0
Locality,Wise County,2024,6439,10,8473,0
Precinct,101 - Appalachia,142,314,0,456,0
Precinct,102 - Dorchester,83,238,0,321,0
Precinct,103 - Guest River Voting Place,57,241,0,298,0
Precinct,104 - West Pound,219,656,2,877,0
Precinct,201 - North Coeburn,92,345,1,438,0
Precinct,202 - Wise,354,939,0,1293,0
Precinct,203 - East Pound,31,171,0,202,0
Precinct,301 - Big Stone Gap,294,715,1,1010,0
Precinct,302 - East Stone Gap,218,881,2,1101,0
Precinct,401 - Clinch Valley,173,696,2,871,0
Precinct,402 - South Coeburn,141,727,2,870,0
Precinct,403 - St Paul,79,232,0,311,0
Precinct,Ab - Central Absentee Precinct,140,283,0,423,0
Precinct,Provisional,1,1,0,2,0
Locality,Wythe County,1974,6449,16,8439,0
Precinct,101 - Royal Oak,41,276,0,317,0
Precinct,102 - Rural Retreat,206,930,1,1137,0
Precinct,203 - West Wytheville,403,901,3,1307,0
Precinct,303 - East Wytheville,473,985,2,1460,0
Precinct,401 - Fort Chiswell,130,581,4,715,0
Precinct,402 - Max Meadows,146,545,1,692,0
Precinct,501 - Jackson Memorial,97,358,0,455,0
Precinct,502 - Sheffey,111,577,4,692,0
Precinct,601 - Huddle,51,278,1,330,0
Precinct,602 - Zion,109,468,0,577,0
Precinct,603 Evergreen,90,325,0,415,0
Precinct,Ab - Central Absentee Precinct,114,224,0,338,0
Precinct,Provisional,3,1,0,4,0
Locality,York County,9612,13357,21,22990,0
Precinct,101 - Queens Lake,663,649,2,1314,0
Precinct,102 - Waller Mill,722,826,3,1551,0
Precinct,103 - Magruder,1134,614,2,1750,0
Precinct,201 - Coventry,900,1148,3,2051,0
Precinct,202 - Kiln Creek,493,590,0,1083,0
Precinct,301 - Seaford,511,1535,2,2048,0
Precinct,302 - Yorktown,598,947,0,1545,0
Precinct,303 - Edgehill,734,770,0,1504,0
Precinct,401 - Harwoods Mill,635,1305,3,1943,0
Precinct,402 - Dare,583,1280,1,1864,0
Precinct,403 - Grafton,369,565,1,935,0
Precinct,501 - Tabb,797,1363,2,2162,0
Precinct,502 - Bethel,896,1031,1,1928,0
Precinct,Ab - Central Absentee Precinct,574,724,0,1298,0
Precinct,Provisional,3,10,1,14,0
