,,Mark Rankin Herring,John Donley Adams,Write-Ins,Total Votes Cast,Undervotes
Precinct,603 - White Oak,547,1085,2,1634,0
Precinct,604 - England Run,456,218,4,678,0
Precinct,701 - Woodlands,834,919,1,1754,0
Precinct,702 - Whitson,747,528,0,1275,0
Precinct,703 - Hampton,968,1066,2,2036,0
Precinct,Ab - Central Absentee Precinct,1091,1151,2,2244,0
Precinct,Provisional,23,17,0,40,0
Locality,Staunton City,3990,3522,11,7523,0
Precinct,101 - Ward No 1,633,632,3,1268,0
Precinct,201 - Ward Two,695,818,1,1514,0
Precinct,301 - Ward No 3,746,687,4,1437,0
Precinct,401 - Ward No 4,659,660,2,1321,0
Precinct,501 - Ward No 5,976,509,1,1486,0
Precinct,Ab - Central Absentee Precinct,277,210,0,487,0
Precinct,Provisional,4,6,0,10,0
Locality,Suffolk City,16344,11988,16,28348,0
Precinct,101 - Belleharbour (CD 3),617,248,0,865,0
Precinct,102 - Driver (CD 3),795,1302,1,2098,0
Precinct,104 - Bennetts Creek (CD 3),634,575,0,1209,0
Precinct,201 - Ebenezer (CD 3),337,733,2,1072,0
Precinct,202 - Chuckatuck (CD 3),391,610,1,1002,0
Precinct,203 - Kings Fork (CD 3),923,448,0,1371,0
Precinct,204 - Hillpoint (CD 3),678,332,1,1011,0
Precinct,301 - White Marsh (CD 4),273,113,1,387,0
Precinct,302 - John F Kennedy (CD 4),639,28,0,667,0
Precinct,302 - John F Kennedy (CD 3),465,105,1,571,0
Precinct,304 - Nansemond River (CD 3),861,435,0,1296,0
Precinct,305 - Shoulders Hill (CD 3),361,217,0,578,0
Precinct,401 - Airport (CD 4),324,379,0,703,0
Precinct,402 - Whaleyville (CD 4),223,578,0,801,0
Precinct,403 - Southside (CD 4),451,38,0,489,0
Precinct,404 - Booker T Washington (CD 4),658,45,0,703,0
Precinct,404 - Booker T Washington (CD 3),180,8,0,188,0
Precinct,405 - Pittmantown (CD 4),135,168,0,303,0
Precinct,501 - Kilbys Mill (CD 4),579,862,1,1442,0
Precinct,502 - Holland (CD 4),524,747,1,1272,0
Precinct,504 - Lake Cohoon (CD 4),333,653,0,986,0
Precinct,504 - Lake Cohoon (CD 3),126,313,1,440,0
Precinct,601 - Lakeside (CD 4),674,498,1,1173,0
Precinct,602 - Olde Towne (CD 4),4,2,0,6,0
Precinct,602 - Olde Towne (CD 3),175,104,0,279,0
Precinct,603 - Elephants Fork/westhaven (CD 4),193,200,0,393,0
Precinct,604 - Wilroy (CD 3),400,419,0,819,0
Precinct,605 - Hollywood (CD 3),438,23,0,461,0
Precinct,702 - Harbourview (CD 3),842,641,0,1483,0
Precinct,704 - Burbage Grant (CD 3),971,412,3,1386,0
Precinct,706 - Huntersville (CD 3),1136,154,2,1292,0
Precinct,AB - Central Absentee Precinct (CD 3),636,396,0,1032,0
Precinct,Ab - Central Absentee Precinct (CD 4),364,197,0,561,0
Precinct,Provisional (CD 3),2,2,0,4,0
Precinct,Provisional (CD 4),2,3,0,5,0
Locality,Surry County,1637,1307,3,2947,0
Precinct,101 - Surry,259,378,1,638,0
Precinct,201 - Bacons Castle,373,221,0,594,0
Precinct,301 - Dendron,165,165,1,331,0
Precinct,302 - Walls Bridge,155,116,0,271,0
Precinct,401 - Carsley,327,218,0,545,0
Precinct,501 - Claremont,202,179,1,382,0
Precinct,502 - Spring Grove,156,30,0,186,0
Precinct,Provisional,0,0,0,0,0
Locality,Sussex County,1797,1437,0,3234,0
Precinct,101 - Waverly,360,124,0,484,0
Precinct,201 - Stony Creek,279,130,0,409,0
Precinct,202 - Little Mill,58,42,0,100,0
Precinct,301 - Courthouse,146,265,0,411,0
Precinct,302 - Wakefield,22,101,0,123,0
Precinct,401 - Mars Hill,263,182,0,445,0
Precinct,402 - West Wakefield,49,14,0,63,0
Precinct,501 - Henry,230,143,0,373,0
Precinct,502 - Yale,97,65,0,162,0
Precinct,601 - Blackwater,148,209,0,357,0
Precinct,602 - Newville,83,108,0,191,0
Precinct,AB - Central Absentee Precinct,62,54,0,116,0
Precinct,Provisional,0,0,0,0,0
Locality,Tazewell County,1890,8087,17,9994,0
Precinct,101 - Abbs Valley,19,125,0,144,0
Precinct,102 - Tip Top,38,195,1,234,0
Precinct,103 - Boissevain,34,87,1,122,0
Precinct,104 - Falls Mills,35,184,0,219,0
Precinct,106 - Pocahontas,24,71,0,95,0
Precinct,107 - Amonate,8,40,0,48,0
Precinct,109 - Bishop,13,70,0,83,0
Precinct,110 - Adria,30,196,1,227,0
Precinct,111 - Gap Store,37,183,0,220,0
Precinct,112 - Bandy,18,86,0,104,0
Precinct,203 - Burkes Garden,18,72,0,90,0
Precinct,204 - Clear Fork,35,278,0,313,0
Precinct,207 - Freestone,23,88,0,111,0
Precinct,209 - Jeffersonville,350,1047,5,1402,0
Precinct,214 - Thompson Valley,57,266,0,323,0
Precinct,301 - Cedar Bluff,171,924,2,1097,0
Precinct,302 - Baptist Valley,54,164,0,218,0
Precinct,303 - Wardell,80,389,0,469,0
Precinct,305 - Pounding Mill,44,277,1,322,0
Precinct,401 - Richlands,232,966,2,1200,0
Precinct,402 - Jewell Ridge,21,110,0,131,0
Precinct,404 - Raven,60,321,1,382,0
Precinct,501 - Springville,88,546,1,635,0
Precinct,502 - Graham,250,1048,2,1300,0
Precinct,Ab - Central Absentee Precinct,150,351,0,501,0
Precinct,Provisional,1,3,0,4,0
Locality,Virginia Beach City,63787,63334,126,127247,0
Precinct,1 - North Beach,724,1111,1,1836,0
Precinct,2 - South Beach,632,589,3,1224,0
Precinct,3 - Ocean Lakes,395,492,1,888,0
Precinct,4 - Linkhorn,575,851,1,1427,0
Precinct,5 - Seatack,742,389,2,1133,0
Precinct,6 - Alanton,670,940,1,1611,0
Precinct,7 - Kingston,414,659,0,1073,0
Precinct,8 - London Bridge,708,660,0,1368,0
Precinct,9 - Trantwood,549,932,2,1483,0
Precinct,10 - Great Neck,556,1169,5,1730,0
Precinct,11 - Cape Henry,925,943,2,1870,0
Precinct,12 - Plaza,686,531,3,1220,0
Precinct,13 - Mt Trashmore,788,809,2,1599,0
Precinct,14 - Malibu,674,680,0,1354,0
Precinct,15 - Old Donation,385,404,1,790,0
Precinct,16 - Aragona,766,753,0,1519,0
Precinct,17 - Ocean Park,518,582,0,1100,0
Precinct,18 - Thoroughgood,756,957,1,1714,0
Precinct,19 - Lake Smith,326,477,1,804,0
Precinct,20 - Bayside,512,559,0,1071,0
Precinct,21 - Davis Corner,893,241,1,1135,0
Precinct,22 - Point O View,483,639,1,1123,0
Precinct,23 - Arrowhead,580,740,0,1320,0
Precinct,24 - Larkspur,511,480,1,992,0
Precinct,25 - Avalon,874,952,0,1826,0
Precinct,26 - Fairfield,617,718,1,1336,0
Precinct,27 - Edwin,693,846,2,1541,0
Precinct,28 - Thalia,505,602,0,1107,0
Precinct,29 - Holland,658,406,0,1064,0
Precinct,30 - Red Wing,460,808,1,1269,0
Precinct,31 - Sigma,753,1405,0,2158,0
Precinct,32 - Creeds,178,537,1,716,0
Precinct,33 - Capps Shop,176,619,0,795,0
Precinct,34 - Blackwater,112,327,0,439,0
Precinct,35 - Courthouse,593,1066,0,1659,0
Precinct,36 - Windsor Oaks,906,592,2,1500,0
Precinct,37 - Chesapeake Beach,483,410,2,895,0
Precinct,38 - Witchduck,749,1138,3,1890,0
Precinct,39 - Pembroke,792,712,0,1504,0
Precinct,40 - Bonney,479,471,1,951,0
Precinct,41 - College Park,1274,388,1,1663,0
Precinct,42 - Brandon,702,610,3,1315,0
Precinct,43 - Bellamy,702,407,0,1109,0
Precinct,44 - Centerville,762,808,3,1573,0
Precinct,45 - Timberlake,772,335,1,1108,0
Precinct,46 - Green Run,666,337,1,1004,0
Precinct,47 - Kings Grant,684,1133,1,1818,0
Precinct,48 - Wolfsnare,643,874,1,1518,0
Precinct,49 - Lynnhaven,609,937,0,1546,0
Precinct,50 - Oceana,476,179,0,655,0
Precinct,51 - Stratford Chase,556,661,1,1218,0
Precinct,52 - Homestead,880,897,2,1779,0
Precinct,53 - Shannon,539,646,0,1185,0
Precinct,54 - Cromwell,561,461,0,1022,0
Precinct,55 - Magic Hollow,722,333,1,1056,0
Precinct,56 - Edinburgh,307,400,1,708,0
Precinct,57 - Sherry Park,384,461,2,847,0
Precinct,58 - Glenwood,704,618,1,1323,0
Precinct,59 - Shelton Park,456,425,1,882,0
Precinct,60 - Foxfire,595,959,3,1557,0
Precinct,61 - Baker,904,124,2,1030,0
Precinct,62 - Landstown,690,797,4,1491,0
Precinct,63 - Culver,708,833,0,1541,0
Precinct,64 - Rosemont Forest,1034,824,3,1861,0
Precinct,65 - Colonial,676,572,2,1250,0
Precinct,66 - Hunt,479,738,0,1217,0
Precinct,67 - Eastern Shore,343,232,0,575,0
Precinct,68 - Manor,610,719,1,1330,0
Precinct,69 - Shell,783,310,1,1094,0
Precinct,70 - Corporate Landing,574,550,3,1127,0
Precinct,71 - Round Hill,418,300,1,719,0
Precinct,72 - Rudee,559,730,2,1291,0
Precinct,73 - Dahlia,721,320,1,1042,0
Precinct,74 - Buckner,650,312,2,964,0
Precinct,75 - Colony,664,1011,2,1677,0
Precinct,76 - Village,631,247,1,879,0
Precinct,77 - Brookwood,564,524,1,1089,0
Precinct,78 - Indian Lakes,604,511,2,1117,0
Precinct,79 - Pleasant Hall,729,276,0,1005,0
Precinct,80 - Chimney Hill,676,339,1,1016,0
Precinct,81 - Rock Lake,814,500,2,1316,0
Precinct,82 - Shelburne,474,578,2,1054,0
Precinct,83 - Strawbridge,533,777,1,1311,0
Precinct,84 - Tallwood,720,447,2,1169,0
Precinct,85 - Upton,668,852,2,1522,0
Precinct,86 - Haygood,723,766,2,1491,0
Precinct,87 - Hillcrest,580,658,1,1239,0
Precinct,88 - North Landing,466,574,3,1043,0
Precinct,89 - Lake Christopher,641,678,1,1320,0
Precinct,90 - Lake Joyce,384,487,3,874,0
Precinct,91 - Lexington,741,433,2,1176,0
Precinct,92 - Little Neck,424,651,2,1077,0
Precinct,93 - Newtown,861,159,0,1020,0
Precinct,94 - Pinewood,296,376,1,673,0
Precinct,95 - Dam Neck,337,341,0,678,0
Precinct,96 - Hilltop,465,290,2,757,0
Precinct,97 - Indian River,760,356,2,1118,0
Precinct,98 - Independence,413,257,0,670,0
Precinct,Ab - Central Absentee Precinct,3613,3730,4,7347,0
Precinct,Provisional,67,90,0,157,0
Locality,Warren County,3567,6726,12,10305,0
Precinct,101 - Fork Town,236,372,0,608,0
Precinct,102 - Otterburn,382,898,1,1281,0
Precinct,201 - Happy Creek,372,730,0,1102,0
Precinct,202 - Linden,399,675,4,1078,0
Precinct,301 - North River,312,436,1,749,0
Precinct,302 - Riverton,295,668,0,963,0
Precinct,401 - East Shenandoah,399,953,4,1356,0
Precinct,402 - Town - West Shenandoah,237,456,1,694,0
Precinct,501 - South River,443,676,1,1120,0
Precinct,502 - Bentonville,128,327,0,455,0
Precinct,504 - Browntown,140,248,0,388,0
Precinct,Ab - Central Absentee Precinct,224,284,0,508,0
Precinct,Provisional,0,3,0,3,0
Locality,Washington County,3937,12334,14,16285,0
Precinct,101 - East Abingdon,488,890,0,1378,0
Precinct,102 - West Abingdon,263,486,2,751,0
Precinct,201 - Clinchburg,86,366,0,452,0
Precinct,202 - Greendale,130,600,1,731,0
Precinct,203 - Hayters Gap,49,246,0,295,0
Precinct,204 Woodland Hills,178,598,0,776,0
Precinct,301 - Watauga,308,985,1,1294,0
Precinct,302 - South Abingdon,415,798,1,1214,0
Precinct,401 - Glade Spring,190,651,2,843,0
Precinct,402 - Meadowview,267,799,2,1068,0
Precinct,501 - Rhea Valley,241,1120,1,1362,0
Precinct,502 - Damascus,234,466,0,700,0
Precinct,504 - Green Cove,22,88,0,110,0
Precinct,601 - Burson Place,145,887,0,1032,0
Precinct,602 - Mendota,32,179,0,211,0
Precinct,603 - Valley Institute,145,640,0,785,0
Precinct,701 - High Point,145,763,2,910,0
Precinct,702 - Wallace,88,371,0,459,0
Precinct,703 - John Battle,195,842,1,1038,0
Precinct,Ab - Central Absentee Precinct,315,557,1,873,0
Precinct,Provisional,1,2,0,3,0
Locality,Waynesboro City,2615,3211,4,5830,0
Precinct,1 - Ward A,383,378,1,762,0
Precinct,2 - Ward B,770,875,0,1645,0
Precinct,3 - Ward C,508,614,1,1123,0
Precinct,4 - Ward D,845,1215,1,2061,0
Precinct,Ab - Central Absentee Precinct,109,129,1,239,0
Precinct,Provisional,0,0,0,0,0
Locality,Westmoreland County,2427,2879,4,5310,0
Precinct,101 - Precinct 1-1,394,215,1,610,0
Precinct,102 - Precinct 1-2,196,175,1,372,0
Precinct,201 - Precinct 2-1,366,378,0,744,0
Precinct,202 - Precinct 2-2,149,233,0,382,0
Precinct,301 - Precinct 3-1,249,291,0,540,0
Precinct,302 - Precinct 3-2,193,203,0,396,0
Precinct,401 - Precinct 4-1,270,606,2,878,0
Precinct,501 - Precinct 5-1,408,546,0,954,0
Precinct,Ab - Central Absentee Precinct,202,231,0,433,0
Precinct,Provisional,0,1,0,1,0
Locality,Williamsburg City,3689,1549,4,5242,0
Precinct,1 - Stryker,1665,721,1,2387,0
Precinct,2 - Matoaka,1758,660,2,2420,0
Precinct,Ab - Central Absentee Precinct,265,164,1,430,0
Precinct,Provisional,1,4,0,5,0
Locality,Winchester City,3543,3039,6,6588,0
Precinct,101 - Merrimans,851,715,1,1567,0
Precinct,102 - Old Town,574,530,1,1105,0
Precinct,201 - Virginia Avenue,604,325,1,930,0
Precinct,301 - War Memorial,517,465,1,983,0
Precinct,401 - Frederick Douglass,249,208,0,457,0
Precinct,402 - Rolling Hills,496,577,2,1075,0
Precinct,AB - Central Absentee Precinct,249,219,0,468,0
Precinct,Provisional,3,0,0,3,0
Locality,Wise County,1886,6607,9,8502,0
Precinct,101 - Appalachia,115,338,1,454,0
Precinct,102 - Dorchester,76,249,0,325,0
Precinct,103 - Guest River Voting Place,51,254,0,305,0
Precinct,104 - West Pound,195,682,2,879,0
Precinct,201 - North Coeburn,86,356,1,443,0
Precinct,202 - Wise,328,967,2,1297,0
Precinct,203 - East Pound,32,168,0,200,0
Precinct,301 - Big Stone Gap,273,737,1,1011,0
Precinct,302 - East Stone Gap,204,898,1,1103,0
Precinct,401 - Clinch Valley,172,696,0,868,0
Precinct,402 - South Coeburn,131,749,1,881,0
Precinct,403 - St Paul,81,230,0,311,0
Precinct,Ab - Central Absentee Precinct,141,282,0,423,0
Precinct,Provisional,1,1,0,2,0
Locality,Wythe County,2146,6280,11,8437,0
Precinct,101 - Royal Oak,48,270,0,318,0
Precinct,102 - Rural Retreat,241,896,0,1137,0
Precinct,203 - West Wytheville,435,867,2,1304,0
Precinct,303 - East Wytheville,507,957,0,1464,0
Precinct,401 - Fort Chiswell,139,573,2,714,0
Precinct,402 - Max Meadows,161,533,1,695,0
Precinct,501 - Jackson Memorial,94,360,1,455,0
Precinct,502 - Sheffey,116,571,2,689,0
Precinct,601 - Huddle,60,266,1,327,0
Precinct,602 - Zion,125,450,2,577,0
Precinct,603 Evergreen,97,318,0,415,0
Precinct,Ab - Central Absentee Precinct,120,218,0,338,0
Precinct,Provisional,3,1,0,4,0
Locality,York County,9700,13246,37,22983,0
Precinct,101 - Queens Lake,646,671,1,1318,0
Precinct,102 - Waller Mill,723,827,3,1553,0
Precinct,103 - Magruder,1134,607,4,1745,0
Precinct,201 - Coventry,908,1135,5,2048,0
Precinct,202 - Kiln Creek,500,577,3,1080,0
Precinct,301 - Seaford,524,1522,3,2049,0
Precinct,302 - Yorktown,613,929,1,1543,0
Precinct,303 - Edgehill,750,753,0,1503,0
Precinct,401 - Harwoods Mill,647,1290,4,1941,0
Precinct,402 - Dare,590,1270,3,1863,0
Precinct,403 - Grafton,369,569,0,938,0
Precinct,501 - Tabb,803,1358,3,2164,0
Precinct,502 - Bethel,888,1033,4,1925,0
Precinct,Ab - Central Absentee Precinct,602,695,2,1299,0
Precinct,Provisional,3,10,1,14,0
