,,Mark Robert Warner,Daniel Mac Arthur Gade,Write-Ins,Total Votes Cast,Undervotes
Precinct,401 - Drewryville,150,210,0,360,0
Precinct,501 - Hunterdale,114,365,0,479,0
Precinct,502 - Forks-of-the-river,96,162,0,258,0
Precinct,601 - Courtland,145,289,0,434,0
Precinct,602 - Sedley,46,258,0,304,0
Precinct,701 - Blackwater River,162,122,0,284,0
Precinct,702 - Newsoms,138,331,0,469,0
Precinct,Ab - Central Absentee Precinct,2356,2036,0,4392,0
Precinct,Provisional,20,10,0,30,0
Locality,Spotsylvania County,35485,39120,98,74703,0
Precinct,101 - Partlow (CD 7),215,990,0,1205,0
Precinct,102 - Blaydes Corner (CD 7),255,904,4,1163,0
Precinct,103 - Travelers Rest (CD 7),361,851,1,1213,0
Precinct,103 - Travelers Rest (CD 1),3,1,0,4,0
Precinct,104 - Massaponax (CD 1),247,650,5,902,0
Precinct,201 - Wilderness School (CD 7),299,689,0,988,0
Precinct,202 - Wilderness Fire (CD 7),336,869,1,1206,0
Precinct,203 - Ni River - Elys Ford (CD 7),158,653,0,811,0
Precinct,204 - Chancellor (CD 7),391,739,2,1132,0
Precinct,301 - Plank Road (CD 7),416,642,3,1061,0
Precinct,302 - Hazel Run (CD 7),377,501,4,882,0
Precinct,303 - Riverbend (CD 7),355,855,2,1212,0
Precinct,401 - Summit (CD 1),429,730,0,1159,0
Precinct,402 - Parkside (CD 1),297,392,3,692,0
Precinct,402 - Parkside (CD 7),167,217,0,384,0
Precinct,403 - Lee Hill (CD 1),412,578,3,993,0
Precinct,501 - Belmont (CD 7),201,896,2,1099,0
Precinct,502 - Brokenburg (CD 7),184,738,2,924,0
Precinct,503 - Post Oak (CD 7),184,777,0,961,0
Precinct,504 - Courthouse (CD 7),258,612,2,872,0
Precinct,505 - Brock (CD 7),217,851,1,1069,0
Precinct,601 - Salem (CD 7),415,637,5,1057,0
Precinct,602 - Smith Station (CD 7),604,839,3,1446,0
Precinct,603 - Piedmont (CD 7),302,450,0,752,0
Precinct,701 - Battlefield (CD 1),310,456,3,769,0
Precinct,702 - Brents Mill (CD 1),213,316,1,530,0
Precinct,702 - Brents Mill (CD 7),205,317,1,523,0
Precinct,703 - Fairview (CD 7),159,271,0,430,0
Precinct,703 - Fairview (CD 1),67,95,0,162,0
Precinct,704 - Gayle (CD 7),272,452,2,726,0
Precinct,704 - Gayle (CD 1),29,88,1,118,0
Precinct,Ab - Central Absentee Precinct (CD 1),8296,5175,11,13482,0
Precinct,Ab - Central Absentee Precinct (CD 7),18847,15884,36,34767,0
Precinct,Provisional (CD 1),2,2,0,4,0
Precinct,Provisional (CD 7),2,3,0,5,0
Locality,Stafford County,40566,37389,100,78055,0
Precinct,101 - Hartwood,402,1595,0,1997,0
Precinct,102 - Rocky Run,279,519,0,798,0
Precinct,103 - Simpson,259,645,1,905,0
Precinct,104 - College,462,1002,3,1467,0
Precinct,201 - Rock Hill,381,659,0,1040,0
Precinct,202 - Roseville,400,712,1,1113,0
Precinct,203 - Ruby,267,918,4,1189,0
Precinct,204 - Stefaniga,322,708,4,1034,0
Precinct,301 - Griffis,467,297,1,765,0
Precinct,302 - Widewater,553,699,2,1254,0
Precinct,303 - Harbour,324,563,4,891,0
Precinct,304 - Barrett,291,303,2,596,0
Precinct,401 - Aquia,241,128,0,369,0
Precinct,402 - Courthouse,566,519,3,1088,0
Precinct,403 - Brooke,397,912,4,1313,0
Precinct,404 - Government Island,409,738,1,1148,0
Precinct,501 - Grafton,392,971,2,1365,0
Precinct,502 - Falmouth,357,633,2,992,0
Precinct,503 - Drew,397,730,2,1129,0
Precinct,504 - Gayle,358,301,1,660,0
Precinct,601 - Ferry Farm,282,704,0,986,0
Precinct,602 - Chatham,423,781,2,1206,0
Precinct,603 - White Oak,360,1201,3,1564,0
Precinct,604 - England Run,454,306,1,761,0
Precinct,701 - Woodlands,514,768,0,1282,0
Precinct,702 - Whitson,519,458,1,978,0
Precinct,703 - Hampton,465,800,2,1267,0
Precinct,Ab - Central Absentee Precinct,29797,18706,54,48557,0
Precinct,Provisional,228,113,0,341,0
Locality,Staunton City,7289,5546,15,12850,0
Precinct,101 - Ward No 1,344,583,0,927,0
Precinct,201 - Ward No 2,357,662,1,1020,0
Precinct,301 - Ward No 3,232,513,2,747,0
Precinct,401 - Ward No 4,191,414,0,605,0
Precinct,501 - Ward No 5,250,341,1,592,0
Precinct,Ab - Central Absentee Precinct,5901,3008,11,8920,0
Precinct,Provisional,14,25,0,39,0
Locality,Suffolk City,29275,19955,45,49275,0
Precinct,101 - Belleharbour (CD 3),343,235,0,578,0
Precinct,102 - Driver (CD 3),355,1081,2,1438,0
Precinct,104 - Bennetts Creek (CD 3),348,571,1,920,0
Precinct,201 - Ebenezer (CD 3),226,721,1,948,0
Precinct,202 - Chuckatuck (CD 3),207,597,2,806,0
Precinct,203 - Kings Fork (CD 3),347,340,0,687,0
Precinct,204 - Hillpoint (CD 3),342,350,2,694,0
Precinct,301 - White Marsh (CD 4),101,101,0,202,0
Precinct,302 - John F Kennedy (CD 4),309,31,2,342,0
Precinct,302 - John F Kennedy (CD 3),255,146,0,401,0
Precinct,304 - Nansemond River (CD 3),351,374,1,726,0
Precinct,305 - Shoulders Hill (CD 3),128,184,0,312,0
Precinct,401 - Airport (CD 4),115,350,0,465,0
Precinct,402 - Whaleyville (CD 4),171,639,0,810,0
Precinct,403 - Southside (CD 4),319,43,1,363,0
Precinct,404 - Booker T Washington (CD 4),308,21,2,331,0
Precinct,404 - Booker T Washington (CD 3),179,17,0,196,0
Precinct,405 - Pittmantown (CD 4),82,203,0,285,0
Precinct,501 - Kilbys Mill (CD 4),257,611,1,869,0
Precinct,502 - Holland (CD 4),302,908,1,1211,0
Precinct,504 - Lake Cohoon (CD 4),187,617,0,804,0
Precinct,504 - Lake Cohoon (CD 3),40,162,0,202,0
Precinct,601 - Lakeside (CD 4),371,326,1,698,0
Precinct,602 - Olde Towne (CD 4),4,1,0,5,0
Precinct,602 - Olde Towne (CD 3),164,88,0,252,0
Precinct,603 - Elephants Fork/westhaven (CD 4),112,165,0,277,0
Precinct,604 - Wilroy (CD 3),176,348,0,524,0
Precinct,605 - Hollywood (CD 3),320,21,1,342,0
Precinct,702 - Harbourview (CD 3),364,498,0,862,0
Precinct,704 - Burbage Grant (CD 3),485,419,2,906,0
Precinct,706 - Huntersville (CD 3),739,203,2,944,0
Precinct,AB - Central Absentee Precinct (CD 3),14519,6030,13,20562,0
Precinct,Ab - Central Absentee Precinct (CD 4),6538,3491,10,10039,0
Precinct,Provisional (CD 3),150,42,0,192,0
Precinct,Provisional (CD 4),61,21,0,82,0
Locality,Surry County,2439,1958,3,4400,0
Precinct,101 - Surry,73,206,1,280,0
Precinct,201 - Bacons Castle,142,222,0,364,0
Precinct,301 - Dendron,103,129,0,232,0
Precinct,302 - Walls Bridge,71,125,0,196,0
Precinct,401 - Carsley,156,194,0,350,0
Precinct,501 - Claremont,102,201,0,303,0
Precinct,502 - Spring Grove,69,22,1,92,0
Precinct,AB - Central Absentee Precinct,1722,857,1,2580,0
Precinct,Provisional,1,2,0,3,0
Locality,Sussex County,2924,2146,5,5075,0
Precinct,101 - Waverly,337,97,0,434,0
Precinct,201 - Stony Creek,170,145,0,315,0
Precinct,202 - Little Mill,67,48,0,115,0
Precinct,301 - Courthouse,78,227,0,305,0
Precinct,302 - Wakefield,23,120,1,144,0
Precinct,401 - Mars Hill,274,185,1,460,0
Precinct,402 - West Wakefield,48,9,0,57,0
Precinct,501 - Henry,205,137,0,342,0
Precinct,502 - Yale,69,73,0,142,0
Precinct,601 - Blackwater,91,196,0,287,0
Precinct,602 - Newville,64,124,0,188,0
Precinct,AB - Central Absentee Precinct,1498,785,3,2286,0
Precinct,Provisional,0,0,0,0,0
Locality,Tazewell County,4504,15033,20,19557,0
Precinct,101 - Indian Valley,85,389,0,474,0
Precinct,102 - Tip Top,38,200,0,238,0
Precinct,103 - Mundy Town,81,383,0,464,0
Precinct,104 - Falls Mills,65,340,1,406,0
Precinct,106 - Pocahontas,52,121,0,173,0
Precinct,107 - Amonate,12,50,0,62,0
Precinct,109 - Bishop,18,104,0,122,0
Precinct,112 - Bandy,16,139,1,156,0
Precinct,203 - Burkes Garden,21,68,0,89,0
Precinct,204 - Clear Fork,39,266,0,305,0
Precinct,207 - Freestone,32,109,0,141,0
Precinct,209 - Jeffersonville,190,745,0,935,0
Precinct,214 - Thompson Valley,52,278,0,330,0
Precinct,301 - Cedar Bluff,151,769,1,921,0
Precinct,302 - Baptist Valley,40,219,0,259,0
Precinct,303 - Paint Lick,110,622,0,732,0
Precinct,401 - Richlands,336,1387,4,1727,0
Precinct,402 - Jewell Ridge,36,172,0,208,0
Precinct,501 - Springville,98,592,0,690,0
Precinct,502 - Graham,270,1079,1,1350,0
Precinct,Ab - Central Absentee Precinct,2743,6973,12,9728,0
Precinct,Provisional,19,28,0,47,0
Locality,Virginia Beach City,120753,103037,202,223992,0
Precinct,1 - North Beach,340,906,2,1248,0
Precinct,2 - South Beach,488,664,1,1153,0
Precinct,3 - Ocean Lakes,308,528,1,837,0
Precinct,4 - Linkhorn,284,632,1,917,0
Precinct,5 - Seatack,521,509,1,1031,0
Precinct,6 - Alanton,241,588,2,831,0
Precinct,7 - Kingston,235,529,0,764,0
Precinct,8 - London Bridge,510,727,7,1244,0
Precinct,9 - Trantwood,224,597,0,821,0
Precinct,10 - Great Neck,174,590,0,764,0
Precinct,11 - Cape Henry,353,661,0,1014,0
Precinct,12 - Plaza,578,565,3,1146,0
Precinct,13 - Mt Trashmore,530,770,1,1301,0
Precinct,14 - Malibu,481,829,2,1312,0
Precinct,15 - Old Donation,372,495,2,869,0
Precinct,16 - Aragona,603,800,1,1404,0
Precinct,17 - Ocean Park,162,387,0,549,0
Precinct,18 - Thoroughgood,281,616,2,899,0
Precinct,19 - Lake Smith,212,460,1,673,0
Precinct,20 - Bayside,326,508,1,835,0
Precinct,21 - Davis Corner,609,261,2,872,0
Precinct,22 - Point O View,368,624,1,993,0
Precinct,23 - Arrowhead,462,803,0,1265,0
Precinct,24 - Larkspur,357,446,0,803,0
Precinct,25 - Avalon,585,862,1,1448,0
Precinct,26 - Fairfield,307,592,1,900,0
Precinct,27 - Edwin,338,684,1,1023,0
Precinct,28 - Thalia,328,558,1,887,0
Precinct,29 - Holland,572,456,0,1028,0
Precinct,30 - Red Wing,230,502,0,732,0
Precinct,31 - Sigma,280,968,1,1249,0
Precinct,32 - Creeds,207,727,1,935,0
Precinct,33 - Capps Shop,166,757,0,923,0
Precinct,34 - Blackwater,133,484,0,617,0
Precinct,35 - Courthouse,160,514,0,674,0
Precinct,36 - Windsor Oaks,610,582,3,1195,0
Precinct,37 - Chesapeake Beach,368,499,4,871,0
Precinct,38 - Witchduck,236,601,0,837,0
Precinct,39 - Pembroke,539,657,1,1197,0
Precinct,40 - Bonney,470,571,1,1042,0
Precinct,41 - College Park,775,332,1,1108,0
Precinct,42 - Brandon,492,607,1,1100,0
Precinct,43 - Bellamy,550,426,2,978,0
Precinct,44 - Centerville,453,720,0,1173,0
Precinct,45 - Timberlake,579,369,1,949,0
Precinct,46 - Green Run,500,388,0,888,0
Precinct,47 - Kings Grant,317,871,1,1189,0
Precinct,48 - Wolfsnare,339,632,0,971,0
Precinct,49 - Lynnhaven,239,541,3,783,0
Precinct,50 - Oceana,486,309,1,796,0
Precinct,51 - Stratford Chase,324,576,1,901,0
Precinct,52 - Homestead,461,645,1,1107,0
Precinct,53 - Shannon,291,496,3,790,0
Precinct,54 - Cromwell,314,392,1,707,0
Precinct,55 - Magic Hollow,653,453,3,1109,0
Precinct,56 - Edinburgh,233,422,0,655,0
Precinct,57 - Sherry Park,245,444,0,689,0
Precinct,58 - Glenwood,455,625,0,1080,0
Precinct,59 - Shelton Park,347,437,0,784,0
Precinct,60 - Foxfire,306,950,0,1256,0
Precinct,61 - Baker,842,197,2,1041,0
Precinct,62 - Landstown,435,790,0,1225,0
Precinct,63 - Culver,419,891,1,1311,0
Precinct,64 - Rosemont Forest,376,518,1,895,0
Precinct,65 - Colonial,477,642,2,1121,0
Precinct,66 - Hunt,274,715,1,990,0
Precinct,67 - Eastern Shore,329,291,0,620,0
Precinct,68 - Manor,366,638,0,1004,0
Precinct,69 - Shell,397,243,1,641,0
Precinct,70 - Corporate Landing,490,711,2,1203,0
Precinct,71 - Round Hill,242,283,1,526,0
Precinct,72 - Rudee,287,704,1,992,0
Precinct,73 - Dahlia,494,371,4,869,0
Precinct,74 - Buckner,459,361,2,822,0
Precinct,75 - Colony,255,743,0,998,0
Precinct,76 - Village,546,352,1,899,0
Precinct,77 - Brookwood,499,598,4,1101,0
Precinct,78 - Indian Lakes,352,465,0,817,0
Precinct,79 - Pleasant Hall,537,335,0,872,0
Precinct,80 - Chimney Hill,539,366,1,906,0
Precinct,81 - Rock Lake,496,528,2,1026,0
Precinct,82 - Shelburne,279,642,0,921,0
Precinct,83 - Strawbridge,408,844,0,1252,0
Precinct,84 - Tallwood,496,457,1,954,0
Precinct,85 - Upton,365,844,2,1211,0
Precinct,86 - Haygood,276,518,0,794,0
Precinct,87 - Hillcrest,253,557,1,811,0
Precinct,88 - North Landing,319,573,1,893,0
Precinct,89 - Lake Christopher,287,607,1,895,0
Precinct,90 - Lake Joyce,233,483,2,718,0
Precinct,91 - Lexington,473,430,1,904,0
Precinct,92 - Little Neck,291,647,0,938,0
Precinct,93 - Newtown,774,180,1,955,0
Precinct,94 - Pinewood,258,358,0,616,0
Precinct,95 - Dam Neck,265,492,0,757,0
Precinct,96 - Hilltop,442,329,2,773,0
Precinct,97 - Indian River,453,420,1,874,0
Precinct,98 - Independence,306,235,1,542,0
Precinct,99 - Salem Woods,292,312,0,604,0
Precinct,100 - Sandbridge,138,457,0,595,0
Precinct,Ab - Central Absentee Precinct,81120,47238,94,128452,0
Precinct,Provisional,1007,528,3,1538,0
Locality,Warren County,7075,13874,24,20973,0
Precinct,101 - Fork Town,171,396,1,568,0
Precinct,102 - Otterburn,193,1051,0,1244,0
Precinct,201 - Happy Creek,189,710,0,899,0
Precinct,202 - Linden,259,821,2,1082,0
Precinct,301 - North River,195,510,0,705,0
Precinct,302 - Riverton,163,822,1,986,0
Precinct,401 - East Shenandoah,243,1237,2,1482,0
Precinct,402 - Town - West Shenandoah,119,413,1,533,0
Precinct,501 - South River,238,795,3,1036,0
Precinct,502 - Bentonville,92,472,1,565,0
Precinct,504 - Browntown,85,344,0,429,0
Precinct,Ab - Central Absentee Precinct,5084,6267,13,11364,0
Precinct,Provisional,44,36,0,80,0
Locality,Washington County,7744,20656,27,28427,0
Precinct,101 - East Abingdon,174,658,0,832,0
Precinct,102 - West Abingdon,97,301,1,399,0
Precinct,201 - Clinchburg,87,486,0,573,0
Precinct,202 - Greendale,77,579,2,658,0
Precinct,203 - Hayters Gap,48,301,1,350,0
Precinct,204 Woodland Hills,74,368,0,442,0
Precinct,301 - Watauga,129,630,0,759,0
Precinct,302 - South Abingdon,102,427,2,531,0
Precinct,401 - Glade Spring,164,760,1,925,0
Precinct,402 - Meadowview,191,832,0,1023,0
Precinct,501 - Rhea Valley,222,1115,0,1337,0
Precinct,502 - Damascus,119,468,2,589,0
Precinct,504 - Green Cove,15,128,0,143,0
Precinct,601 - Burson Place,157,924,2,1083,0
Precinct,602 - Mendota,46,224,1,271,0
Precinct,603 - Valley Institute,139,702,2,843,0
Precinct,701 - High Point,101,589,2,692,0
Precinct,702 - Wallace,69,364,0,433,0
Precinct,703 - John Battle,136,593,0,729,0
Precinct,Ab - Central Absentee Precinct,5577,10179,11,15767,0
Precinct,Provisional,20,28,0,48,0
Locality,Waynesboro City,5275,5324,12,10611,0
Precinct,1 - Ward A,317,494,1,812,0
Precinct,2 - Ward B,323,652,2,977,0
Precinct,3 - Ward C,354,597,3,954,0
Precinct,4 - Ward D,333,762,1,1096,0
Precinct,Ab - Central Absentee Precinct,3917,2798,5,6720,0
Precinct,Provisional,31,21,0,52,0
Locality,Westmoreland County,4821,5009,4,9834,0
Precinct,101 - Precinct 1-1,248,194,0,442,0
Precinct,102 - Precinct 1-2,122,114,0,236,0
Precinct,201 - Precinct 2-1,211,273,1,485,0
Precinct,202 - Precinct 2-2,84,294,0,378,0
Precinct,301 - Precinct 3-1,136,263,0,399,0
Precinct,302 - Precinct 3-2,170,294,0,464,0
Precinct,401 - Precinct 4-1,291,845,0,1136,0
Precinct,501 - Precinct 5-1,360,671,1,1032,0
Precinct,Ab - Central Absentee Precinct,3162,2024,2,5188,0
Precinct,Provisional,37,37,0,74,0
Locality,Williamsburg City,4811,2020,10,6841,0
Precinct,1 - Stryker,435,411,2,848,0
Precinct,2 - Matoaka,306,219,2,527,0
Precinct,Ab - Central Absentee Precinct,4037,1384,6,5427,0
Precinct,Provisional,33,6,0,39,0
Locality,Winchester City,6898,5076,6,11980,0
Precinct,101 - Merrimans,240,410,0,650,0
Precinct,102 - Old Town,179,295,2,476,0
Precinct,201 - Virginia Avenue,391,363,0,754,0
Precinct,301 - War Memorial,386,439,1,826,0
Precinct,401 - Frederick Douglass,223,263,1,487,0
Precinct,402 - Rolling Hills,248,479,0,727,0
Precinct,AB - Central Absentee Precinct,5181,2801,2,7984,0
Precinct,Provisional,50,26,0,76,0
Locality,Wise County,4128,12096,21,16245,0
Precinct,101 - Appalachia,146,405,1,552,0
Precinct,102 - Dorchester,97,269,1,367,0
Precinct,103 - Guest River Voting Place,86,270,3,359,0
Precinct,104 - West Pound,150,803,1,954,0
Precinct,201 - North Coeburn,92,384,0,476,0
Precinct,202 - Wise,215,699,1,915,0
Precinct,203 - East Pound,34,191,2,227,0
Precinct,301 - Big Stone Gap,149,458,0,607,0
Precinct,302 - East Stone Gap,162,685,0,847,0
Precinct,401 - Clinch Valley,63,386,0,449,0
Precinct,402 - South Coeburn,137,826,2,965,0
Precinct,403 - St Paul,130,342,0,472,0
Precinct,Ab - Central Absentee Precinct,2654,6354,10,9018,0
Precinct,Provisional,13,24,0,37,0
Locality,Wythe County,4043,10787,12,14842,0
Precinct,101 - Royal Oak,55,258,1,314,0
Precinct,102 - Rural Retreat,238,1103,1,1342,0
Precinct,203 - West Wytheville,239,729,0,968,0
Precinct,303 - East Wytheville,293,715,0,1008,0
Precinct,401 - Fort Chiswell,144,696,1,841,0
Precinct,402 - Max Meadows,150,736,2,888,0
Precinct,501 - Jackson Memorial,127,624,0,751,0
Precinct,502 - Sheffey,153,833,1,987,0
Precinct,601 - Huddle,73,412,0,485,0
Precinct,602 - Zion,116,627,0,743,0
Precinct,603 Evergreen,100,406,0,506,0
Precinct,Ab - Central Absentee Precinct,2355,3648,6,6009,0
Precinct,Provisional,0,0,0,0,0
Locality,York County,18025,20524,20,38569,0
Precinct,101 - Queens Lake,235,416,0,651,0
Precinct,102 - Waller Mill,234,523,1,758,0
Precinct,103 - Magruder,514,608,1,1123,0
Precinct,201 - Coventry,351,671,0,1022,0
Precinct,202 - Kiln Creek,194,356,0,550,0
Precinct,301 - Seaford,225,1106,1,1332,0
Precinct,302 - Yorktown,140,441,0,581,0
Precinct,303 - Edgehill,332,549,1,882,0
Precinct,401 - Harwoods Mill,167,528,1,696,0
Precinct,402 - Dare,174,586,1,761,0
Precinct,403 - Grafton,99,292,0,391,0
Precinct,501 - Tabb,236,633,1,870,0
Precinct,502 - Bethel,319,592,1,912,0
Precinct,Ab - Central Absentee Precinct,14685,13176,12,27873,0
Precinct,Provisional,120,47,0,167,0
